text,label
圣诞快乐,0
啃,0
蝎子 莱莱,0
慢慢 长夜,0
一瞬间,0
生有 何欢 死 又 有 何惧,0
董,0
梁红伟,0
小延,0
懂 我 不言,0
小丸子 哥哥,0
我 是 喵,0
李沛,0
均合,0
青春 不可 挥霍,0
彦 彰 刘,0
残梦,0
白露 为 霜,0
小青年,0
刘泽毅,0
儿 娃子,0
你 是 猪 么,0
后 醍醐 天皇,0
罗,0
你 胖 爷爷,0
王佳希,0
岁 岁 平安 夜班,0
明明,0
额,0
刘浪,0
杀 杀 杀 你 MMP,1
王 吉祥,0
凤凰 涅槃,0
好 单纯,0
空中 健身 刘志,0
间 道,0
布莱恩,0
老伴,0
我 的 心房 怎么 空 的 呢,0
依国 时光 请 你 善待 我 的 她,0
菊花 叔叔,0
韦小宝,0
宝宝 二号,0
赵飞飞,0
十一,0
十二 房产,0
亮亮,0
粉 团团,0
去 你 大爷,1
人情冷暖,0
呛,0
陈 启明,0
精致 的 猪猪 女孩,0
小 李子,0
对不起 我 是 渣 男,1
山姆 手机 维修,0
山田 航,0
劫难,0
农耕 乐,0
哥哥 艹 莓,1
张新志,0
大宁 子,0
哦哦哦,0
Sb Samad Samad,1
猪头,0
郭幼幼,0
谎言 当爱,0
大 森林,0
陆慕,0
李海双,0
和田 将裕,0
徐宏生,0
王志君,0
约 爱 吗 女孩,0
我操 挖路 Style,1
张敬崇,0
郑 昇,0
陈旭 昇,0
君莫笑,0
操 Gm,1
搁浅,0
醉,0
大天 猫,0
SB,1
黄勇,0
挺 冷,0
小 西海 斗,0
喔 唷 苦恼 来 咯,0
哎哟 卧槽,1
驹崎仁,0
号 做 迄丐,0
寛 斗,0
雨雨,0
大龙 创意 部,0
小超哥,0
男儿 志在四方 石明发,0
你 瞅 啥,0
钟 利亚,0
小 凤凰,0
杨玄,0
她 妈 的 金日成,1
子豪 造型,0
下雨 了,0
夜微凉,0
蔡佳鑫,0
风软,0
余生 只为 等 你,0
股 関节,0
徐 义兴,0
卓然,0
黄瑞智,0
李明毅,0
陈伟杰,0
慕尚 造型 小五,0
执子之手,0
自律,0
你 可爱 的 老父亲,0
小曲 同志,0
提纳,0
黎来 新,0
骑着 导弹 进城,0
小黑 哥,0
苏,0
爱 丶 无可救药,0
浅秋,0
时刻 准备 着,0
风孟均,0
一点 琴心,0
夜空 中 最亮 的 星,0
Cnm Nastele,1
新靓点 汽车用品,0
大赢家,0
月亮 花,0
许顺吉,0
沉默是金,0
廖添丁,0
这座 城多 了 个 伤心 的 人,0
生 无可 恋,0
庞,0
鹿角,0
草,1
迷 男,0
胡妤 溱,0
小 哥哥,0
我 是 你 永远 得不到 的 爸爸,0
Fuckman,1
悟空,0
黄哥,0
老 男人,0
叶艾栋,0
空巢 老汉,0
习惯 简单,0
别 在 我 面前 犯贱,1
涛 总,0
滨州 鑫智 商贸,0
我 就是 我,0
幸福 右岸 何雪,0
李志清,0
物是人非,0
小兔,0
把 爱 留在 广西省,0
南城 雨落,0
罗家 伟,0
武才,0
S B,1
时光 不老,0
漫步 人生路,0
谁 才 为 谁 哭泣,0
宁静致远,0
被 我 打败 了,0
王小青,0
阿秋,0
明知 这 是 梦,0
唐 十八,0
张筑 媁,0
哥 的 微笑 也 会 过期,0
一杯 开水 灌醉 你鑫,0
足迹,0
唿 唿,0
山岚,0
今晚 不吃 面,0
伊甸园 里,0
别 装傻 逼,1
天天开心,0
小 丑八怪,0
干 你,1
威少,0
Bitch,1
蕾 哥 是 个 小 仙女,0
久 睡 成瘾,0
患难与共,0
赵磊,0
哎呀 妈呀 脑瓜 疼,0
全村人 的 希望,0
烘培,0
长 情,0
野岛,0
王者 荣耀,0
郑男完,0
逆流,0
世,0
孤城,0
嗯,0
兲 铄,0
小染,0
沿运,0
生死簿,0
赵峰,0
没 你 怎么 去 习惯,0
贱 bi,1
中大奖,0
医采鼎峰 战队 杨姐,0
与世无争,0
草 你,1
真是 她 吗 的 硬,1
人生 如戏,0
广利 源 水晶,0
小富 富,0
石润峰 推拉门 隔断 吕桥 窗户,0
君子 不争,0
初 心 大意 了 噢,0
安叔,0
戚士涛,0
会 飞得 马桶盖,0
mother fuck,1
fuck,1
李文超,0
李寒静,0
横山 渉,0
王 德华,0
琴,0
熊 孩子,0
古城 箫声,0
山东 合川 音响 灯光设备 厂家 李超,0
冷爵 枭,0
奔跑 的 狼,0
周一 恒,0
蔡健,0
错 那 吗 比,1
么 西 么 西,0
爱乐,0
一叶,0
龙卷风,0
弘,0
爱 别离,0
谨剩 孤单,0
逗比,0
国华,0
下 桥 水果 门市 胡镇武,0
我 主沉浮,0
略略 略,0
风潇潇,0
新天,0
奇思妙想,0
彻底,0
小马哥 未来 的 希望,0
sb,1
语嫣,0
无聊,0
林筱婷,0
发财 啦,0
F u c K,1
锅 小将 谢超,0
悠真,0
琪哥 的 历妮,0
好 爱 太丫多,0
我 琉,0
迪丽 冷巴,0
操 你媽 逼,1
好运,0
去 他妈的,1
李锐奎,0
偶尔 合群,0
尐 猪蹄,0
雨夜,0
李运森,0
胡椒 粒,0
少一,0
Bitchslasher,1
林凉心,0
杨 景元,0
黄义杰,0
最好 不 相见,0
转身 情已 陌,0
小 太阳,0
苏 先生,0
业宗,0
操 妳 妈,1
杨健,0
马里奥 胖 叔叔,0
陈义文,0
潘潘 不 爱 吃,0
徐佳楠,0
蓝凌 网络科技,0
轩轩,0
张智强,0
焔 炉 灯,0
小 刘,0
冷 和,0
锕 乐,0
怪爷,0
暮色 之光,0
王迪,0
亲亲 宠物 招 代理,0
傻瓜 老爹 屈杰 聪明 儿,0
皮中 带 稳,0
晓,0
潘邦祥,0
喜欢 就 好,0
桀兽,0
莫 烦恼 目直 前进,0
田中 中 田,0
操 你 妈个 B,1
露露 小时候,0
美好时光,0
曾 有 容颜 或 少年,0
欧欧,0
遥望 星空,0
李政宏,0
以诺止 行,0
惠皖 驾校,0
生活 缴费,0
往事 清零 爱恨 随意,0
牵绊,0
一揽 芳华,0
卍 百善孝为 先 卍,0
孤,0
方文财,0
春日 佑 太,0
我来 火星 了,0
灬 华灯 绯伤 凉 薄 人,0
这么 多年 了,0
啷 个 哩个 啷,0
无 所属 瞬,0
钱致维,0
nm,1
穿 西装 打 呔,0
清歌 孤 我,0
阚,0
赖奕宏,0
妳 很 厉害 吗,0
去 你 妈,1
fuck boy,1
哥,0
红 不让,0
小行,0
辣鸡 游戏,1
天堂 无 语,0
逆水行舟,0
怀念 这 美好时光,0
刘启彬,0
情绪 崩溃 时 差点 杀死 自己,0
心静 明朗,0
曾经 拥有,0
专业 生产 电缆 桥架 穿线管 陈俊,0
痴情 种子,0
篠 田裕贵,0
T M,1
灬 漃 寞 説,0
张 高尚,0
素,0
梦里 梦 不 出梦里 梦,0
李小辉,0
纠缠,0
哈啰,0
金 贪财,0
陈伟仁,0
白米,0
高 达,0
初夏 廿三,0
渡 邉 优,0
摇摆 神话,0
干 你 娘 骗钱,1
吴锋,0
M Rizzo SB,1
大懒 叫,0
操机 掰,1
李京泽,0
黄金 亿,0
小芳,0
半生 着落,0
傻蛋 的 青春,1
垃圾 游戏 该 卸载 了,1
黄崧 毅,0
麦笙,0
FUCK ME,1
易兴,0
杨昆祥,0
二号,0
小胖,0
黄翔翔,0
飞跃 极限,0
谁 伴 我 闯荡,0
西成,0
宅宅,0
盖世 废物,1
初心 不离,0
旅人 人一人,0
青春 不 在,0
陈傻 逼,1
陈 新建,0
浩辉,0
坏男孩,0
照高 商贸,0
嘉玥,0
辉辉 skr 沙雕,1
垃圾 游戏 不 给 分,1
老人家,0
市,0
我 叫 曹 尼玛,1
打印机 复印机 租赁 维修 小卢,0
度,0
牛蛙,0
爱多 多,0
烟花 易冷 人心 易变,0
火锅 脑残粉 小 刘同学,1
时光倒流,0
帅,0
心情 的 驿站,0
建玮,0
泰勒,0
风度,0
叫 我 小 大叔 啊,0
Md,1
樱 小妞,0
亲情 最 可贵,0
雷某,0
陈陈,0
莫莫,0
爷 的 个性 妳 学不来,0
教 我 赢 字 怎么 写,0
拉,0
丽丽,0
国旗 下 的 宣誓,0
操 他妈的,1
Japan 死 全家,1
牵手 共进,0
陈晖,0
植松 笃 树,0
天翊,0
杨进 刺青 纹 绣,0
心有灵犀,0
宝贝 心怡,0
TM,1
家威,0
刻苦 铭心,0
浮生 终若梦,0
tm,1
深,0
白银 小贵,0
K R FUCK,1
健,0
秦航,0
疯男纸,0
林坤志,0
祐 太,0
宝酱 是 我 滴,0
走来走去,0
蛋蛋 不 孤单,0
大 戸 聡 马,0
王瑞雄,0
陈泰源,0
雨蝶,0
大森栄 太郎,0
梦醒 了,0
唐启平,0
锦锦,0
郑 难过,0
妖孽 白,0
无 她,0
毅,0
声高 望远,0
白嘉勇,0
江洋大盗,0
陈廷昌,0
小强 迈巴赫,0
耖 你 吗 的 逼,1
王涛,0
纸先森,0
fuck,1
追梦,0
请勿 开启,0
吃坏 宝宝 爆发,0
乱世,0
硬帮,0
学长,0
凯子 的 爹,0
干 你 娘,1
陈伟齐,0
佳凡,0
北梦,0
内衣 设计师,0
自己 心里 没点 B 数 吗,1
刘美莉,0
泡 小菜,0
源治,0
姿态,0
我 爱 盼 盼,0
大娃,0
大 毛毛,0
邱筱漾,0
王某,0
敢 做 就 敢当 才 是 男人,0
傻傻 分不清楚,0
赵小云,0
无所谓 的 一笑,0
周 贤德,0
惟航,0
Fuck USA,1
大雪 无痕,0
向往 着 未来,0
阿蔡,0
南京 彭于 晏,0
给予 她 幸福,0
卖 女孩 的 小火柴,0
批发 零售 洗衣 液,0
往事 不要 再 提,0
疯狂 的 麦 咭,0
侽 人 的 肩膀 丶,0
嘚 瑟,0
Judi Fuck,1
疯狂 过后 的 遗憾,0
英迈 韩冬,0
韩 小小 丶,0
YOUBITCH,1
兵少,0
李健龙,0
刺,0
蔡雅惠,0
小唐,0
林冠 廷,0
你 骚 我 贱 浪迹天涯,1
李辉,0
静静的 看着 你 我 做 狗,0
拿 你 当命 是 我 有 病,1
麦子,0
啊 浩,0
Fuck YA,1
一样样,0
旧言,0
偏执,0
天涯 无悔,0
丁,0
宇,0
我操 你 妈 的 台湾 金侯爷,1
周畅 畅,0
你媚 你 魅 你 昧 你 妹,1
特 意味 无生,0
文洪,0
仰望 天空,0
策划 死 全家,1
罹 空军,0
放开 那 女孩,0
郑达海,0
牵牛,0
孙 好看,0
马晓,0
呉 添 福,0
赵科强,0
你 二 大爷,1
破产 麻痺,1
得威,0
我 不必 解释 太 多,0
楠 沐,0
破晓,0
天使 之 也,0
如风,0
网本 昇 太,0
有些 幸福 不是 我 的,0
嘿嘿,0
董鹏跃,0
上下 可 找 我,0
小典,0
山鹰,0
假如,0
幻月岚,0
蔡世明,0
就 叫 我 泷 吧,0
FUCK U,1
林 临近,0
风吹,0
高惠,0
粉红 猪,0
付豪,0
我 是 坏人,0
习惯 有 你,0
奶奶 的,1
简单 爱,0
榴莲 先生,0
想开 了,0
哈力 飞,0
只想 静静,0
随波逐流,0
小聪,0
谁 的 名字,0
唯美,0
阳光,0
许宅翔,0
智障,1
金刀 大汉,0
范金 香,0
曾柏玮,0
外向 孤独 患者,0
迷妹,0
狩野 朱歌,0
付王 奥,0
美甲 纹 绣 化妆,0
韶语童,0
通杀,0
黄金 梁,0
清醒 梦境,0
云雾 笼罩 的 江水,0
水电 维修服务 有限公司,0
CNM,1
高桥玲良,0
他娘 的,1
李椿田,0
権 太 坂 太郎,0
Fuck YOU,1
天音,0
小 扑 了 蛾子,0
野猫 饿 了,0
郑伦伦,0
贝 利马 列斯,0
开心,0
莫非,0
海德格尔 设计 机构,0
吴康,0
始,0
听风,0
长 街上 的 鹿十 少年,0
小污龟,0
小哥,0
汇成,0
小志 夏日,0
不摇碧莲,1
胡俊渊,0
错 那 吗 B,1
原创 工作室,0
你 麻辣 隔壁,1
拖 垃圾,1
晴姐,0
程 丶 杰杰,0
操 你 妈 游戏,1
张龙曜,0
彼岸花,0
让 爱 永存,0
胖儿,0
美莱滨 布艺,0
求 富婆 包养,0
岳勇,0
魑魅魍魉,0
何 大恩,0
不 开 丰田 也 霸道,0
干 你 賤 人,1
信,0
低调 的 华丽,0
匡雪丽,0
啊 啊 飞,0
随性 所欲,0
杉,0
知不欲己 勿 施,0
程双,0
枫叶,0
林瑞煌,0
乍然 离场 乀,0
毛 妳 妈 的,1
宇宙 无敌 小 李哥,0
眞 砂 阳子,0
徐一鸣,0
烂 人 丶,1
谢小宛,0
陈陈加,0
洪籽,0
何杰,0
暖,0
寳 寳,0
董春 杨,0
一花 一木,0
Ken sb,1
红达 白钢 加工,0
打鱼 仔,0
小锋,0
软刺,0
雨 碧 工贸,0
克山 格莱美 音乐 陶瓷,0
迁西县 代理 洗车,0
暮,0
翔凯,0
像 风 走 了 八万里 不问 归期,0
小阿斌 正 能量,0
林豪,0
骑着 毛驴 跟,0
爱 尼玛 卖 麻花 情,1
船长,0
车 都 洗,0
尼玛 上千亿,1
一表 人渣,1
不为所动,0
阳,0
段小旭 很 难,0
杰胜,0
大 小孩,0
陶 良民,0
潘信政,0
青山 鸾,0
余下 有心,0
许 志达,0
贱种,1
年少 不 懂 人 如戏 长大 已 是 戏中人,0
三只,0
丁丁 豆豆,0
废物 老板,1
打 怪兽 的 奥特曼,0
舒亮,0
妖怪,0
仁皇,0
大意 了 还 以为 是 个 屁,1
同年 乐团,0
齐心,0
田中 慎吾,0
等 你,0
萌 大叔,0
阿宁,0
草原 火羊,0
渺渺,0
晨尘,0
离线,0
可儿,0
林钰淇,0
你 别跑,0
木子李,0
人,0
吴宥霖,0
小贝,0
SB Chu t,1
贱 可乐,0
龙头老大,0
其实 我 是 演员,0
陈宇 和,0
吴董,0
闹够 了 回 我 怀里 来,0
木林,0
T M,1
北,0
赌博 有 来回,0
福留,0
全力以赴,0
辉,0
鲍鲍立,0
冥,0
宁海 鹏,0
白板,0
巴音,0
晓雯 amy 王八蛋,1
给 心灵 洗个 澡,0
悠悠 熙儿,0
微影,0
活着 再见,0
全面 通缉,0
干 你 娘勒 很 难 赢,1
蔡 伟民,0
城薫 美,0
俊杰,0
郭显铭,0
操 你 老娘,1
柳爱彬,0
邦,0
城,0
寒霜,0
方坤,0
小米,0
光泽 不染,0
Fuckyou,1
嘿嘿嘿,0
梢 钾钠 钇,0
Nguy n T m Tattoot m T m,1
黑夜 到 白昼,0
操 他 妈,1
祥仔,0
掌心,0
歩 梦,0
艹 蛋 的 青春 让 我 蛋 疼,1
金猴 爷 曹 尼玛,1
贰,0
不怕没柴烧,0
熳 熳,0
徐阿 丢,0
恭兵,0
草泥马,1
江玲颖,0
旮旯,0
未亡人,0
壹拾 壹,0
猫 丸,0
去 你 妈 的,1
无耻 混蛋,1
中,0
堇色 安年,0
程 乐乐,0
南方人,0
丁国明,0
南风 过境,0
鱼儿 小 铺,0
别闹 奸笑 都 正经人,0
罗勇,0
王 美惠,0
叶 万福,0
昌桦,0
谢 奥迪,0
徐根,0
宝贝 琪,0
纳痛 依然 犹存,0
妈 的 智障,1
噂,0
张翔竣,0
孤独,0
马鹿 参,0
什么 事,0
翡翠 大白菜,0
道风,0
罒 丶 陌 影,0
有病,1
机器人 卧槽 尼玛,1
黑色 蚊子,0
FUUUUUUCK YOU MAN,1
花落 流水,0
莜月,0
傻 B 靠,1
谜 男,0
刘虎,0
李沛蓉,0
举重 运动员,0
打首,0
汇钱 找 我,0
怪 我 咯,0
李勇,0
燊,0
武宁 时光 忆 婴童 摄影 华仔,0
失忆,0
杨先斌,0
啊 美哥,0
眸,0
殷操,1
端木 斐悦,0
不苟,0
立里,0
我心 狂野,0
静心,0
鸡公 福,0
罪与罚,0
南洋,0
纸上谈兵,0
蔡蓝萍,0
飞红,0
衬,0
炙 天使,0
幸福 号,0
茁茁,0
摆个,0
依赖,0
子,0
嵩山,0
怒放 的 犀牛,0
林小静,0
成 欸,0
我心 永恒,0
久 恒丰 制 包装袋,0
不好意思,0
友情 岁月,0
木辛博,0
等待,0
江湖 郎中,0
河上怜 太,0
王清宾,0
朱泳德,0
加油,0
王鹏,0
可 劲儿 晃悠,0
戒瘾,0
t m,1
爱 不 解释,0
备用 钱包 用钱 联系 我,0
小王 同学,0
刘鸿亿,0
爱薇 汀 婚礼 策划师,0
抽烟 只 抽 煊赫 门,0
狗腿子,1
菲,0
拉菲,0
年少 轻狂,0
紫,0
叶贝贝,0
呵呵 哒,0
辉辉,0
围城,0
兰亭 叙,0
独白,0
我 TM 就是 犯贱,1
大 讨厌,0
翔,0
t M,1
师傅 干死 金猴 爷,1
张晏 瑄,0
捕鱼 大神,0
诸葛 友人,0
宝贝,0
王昊宇,0
黄 伟伦,0
冬夜 流星,0
宫本 大雅,0
傻帽,1
棒冰 批发,0
孙鹏,0
峰,0
张哲,0
品味 舍得 大气 人生,0
再回首,0
玖 年,0
洪 中平,0
铭铭,0
你 他妈的 傻 逼,1
盛凯,0
浮生若梦,0
英杰 柠檬,0
情,0
老公 正在 输入,0
展,0
李斌,0
张氏 釿 皓,0
佛山 庞骏 综合 汽车 振祥,0
今野翔,0
岁月 流 年,0
有 你,0
苗苗 爸,0
SB 渣南,1
主赐 平安,0
念卿,0
帕加尼,0
奋斗,0
成成,0
花忆南,0
博,0
小林 鉄 太,0
谢碧莲,0
蜜柑 教主 小爱,0
垃圾 SB,1
范啊夫,0
知行 明叶,0
我 很 好,0
平艺 无奇,0
沁滋盟 纳米 黄金 除甲醛,0
微微一笑,0
林 有钱,0
潇洒 人生,0
赵公子,0
刘勇哲,0
张磊,0
関口翼,0
看看 经济,0
宣宝,0
此郎 非彼狼,0
伴 她 老,0
许小仙,0
南京 沈得荣,0
夏意 懒懒,0
猫咪 喵,0
迷途 小 书僮,0
小志,0
国际 信息 发展 组织 李世恩,0
fuck 售 ID,1
蔡书帆,0
殷,0
高 汉文,0
太子,0
无心,0
财路 亨通,0
告辞,0
宿命 十三姨,0
柚屿,0
逆光 奔跑,0
巴扎 嘿,0
本 莮 人,0
刘俊 男,0
鸿运 二手 钢结构 王宝,0
黄文福,0
鱼读 月,0
李信 皇,0
二老板,0
摄影 晓伟,0
独易吾迩,0
欸 讹误 唷,0
厨宝 朝王,0
幼教 家具,0
吴志舜,0
王线,0
铃木 博人,0
心安 勿躁,0
筱涛,0
牧人 拓,0
爱 尘封,0
去 你 妹 逼,1
阿飞,0
简简单单,0
専 用,0
帅到 没 朋友,0
林纬胜,0
林筱函,0
银衣 加身,0
李玺,0
兴正耀久 小建,0
奥特曼,0
那年 一路 向前,0
戴咏元,0
我 往北 追,0
草拟 妈,1
傻 逼 陈,1
九小九,0
烈烈 风中,0
红霞,0
啊 亮,0
浮生,0
豆子 儿子 香港 代,0
任杰,0
大众,0
张志,0
坏 娃娃,0
斌,0
小燕,0
何玲,0
为 梦想 而 奋斗,0
男人 不 坏 女人 不爱,0
陌路 红颜,0
我 是 神经病,1
国际 美业妍,0
无敌 风火轮,0
坑爹 游戏,0
无厘头 的 傻小子,0
庆幸,0
人心所向 便是 光,0
桃花 白条,0
N m,1
沐缘,0
擦 你 B,1
薇 薇 乐,0
朱涛,0
白兰地,0
扯淡 旳 青春,0
mlgb,1
坐在 坟头 调戏 鬼,0
笑看人生 改变 自己,0
思钱 想 厚,0
信义 和 没 回弹 语音,0
罗奕翔,0
背 你 妈 的 时,1
林金宝,0
憨 鸠 鸠,0
小 甑 酒,0
眼里 起雾,0
康熙 浪子,0
夜雨 飘雪 枰 平,0
Save That Shit,1
T M D,1
别碰 我心,0
萌面 超人,0
奇异 恩典,0
周广岳,0
少,0
飘,0
李枫,0
扒拉 你 咋 滴,0
一千亿 怎么 诞生 的,0
渡部 宣夫,0
章鱼 哥 的 智慧,0
赛 老板,0
蒣 先 森,0
宝儿,0
韧带 不拉一字 马 不 改名,0
越来越 幸福,0
他 吗 的 少来 这套,1
何鸿燊,0
小雨 哥月 日 结婚,0
暂停,0
歪 幺 幺 零 吗,0
陈燕裕,0
安本 竜,0
悠悠的 情话,0
哎 呦 汝 耍大牌 乎,0
阮梅贞,0
蟹 蟹,0
路遥,0
春雨,0
一念之间,0
FUCKBITCH,1
小潘,0
醉后 的 最后,0
哎 呦 我 坤,0
刘 清泉,0
刘俊宏,0
黎奇,0
江苏 盛华 环境工程 专业 环保 公司,0
杨焕全,0
SB 金猴 爷,1
傻丫头,0
Rotha SB,1
中西 雄太,0
山岸 拓海,0
津田 侑 太,0
一哥,0
巴巴,0
老郑 水暖 安装,0
后来,0
诸葛 不亮,0
囧,0
心软 脾气 大,0
冯瑞庆,0
赵小八,0
廖 俊杰,0
谜,0
笨家卫,0
幹 你 的,1
混沌 之主 道祖,0
的 世界,0
吕重毅,0
彬 豆豆,0
新月 曲如眉,0
不动声色 无问 西东,0
依旧 潇洒,0
白开水,0
你 才 木鱼,0
大谷 真由美,0
皮 卡农,0
李宏仲,0
李海亮,0
fuck 外专局,1
张 延平 啊 弟,0
Cao,1
明 通,0
思妮何,0
青,0
背后 的 黑暗,0
杨弘屿,0
妈 逼,1
平步青云,0
两岁半 学打机,0
高华,0
丛振珈,0
俊伟,0
顺 自然,0
陈千霈,0
去 她 妈,1
Fuck,1
奕晨,0
蓁蓁,0
开心 就 好,0
长安 有 故里,0
徳,0
徐东震,0
小时候 老贱 了,1
陈昱州,0
格瑞,0
中国 至诚 美业 创始人,0
安凉,0
新加坡 赌鬼,0
尚剪 造型 阿强,0
适应 生活,0
桑塔纳 志俊,0
一叶知秋,0
空调 制冷 维修,0
明天 的 明天,0
念念,0
伟帅,0
萌宠屋 宠物店,0
九蛋,0
园艺 高,0
优,0
小贤,0
勇鱼,0
无名 道,0
庭哥,0
教父 空空,0
fuck u ha,1
李晓峰,0
杨辰,0
郑作 藩,0
沈嘉业,0
fuck you,1
你 个 狗 批,1
恰鸡 小队 呆 鸡,0
封情 挚爱,0
T M,1
顺其自然,0
毁 吢,0
稲 垣 彰 太,0
阿杰,0
蔡永银,0
博博 愤怒,0
曹文涛,0
马,0
胖 小胖,0
乐乐 乐乐,0
阿鸿,0
王笙宇,0
朱俊,0
璇 啊 璇 啊 我 滴 骄傲 放纵,0
淘气,0
MD,1
旺旺,0
杜林伟,0
追忆 回梦,0
fuck fuck,1
奈何,0
来 了 老弟,0
傻 逼 李,1
沫夕瑶,0
真是 个 弟弟,0
卢旺达 难民,0
郭颂,0
岑,0
大侠,0
土井 尚奈,0
小 边,0
我 就是 渣 男 啊,1
一颗 野葡萄,0
醒 着 做梦,0
陈尔东,0
廖品 皓,0
高 力 装配式 电梯门 套,0
紫 南宫,0
渣 男操,1
垒哥 的 小苹果,0
稀,0
心为 你 守候,0
纵横 四海,0
济南 大帅,0
黄旭圣,0
点 寂寞 抽 孤单,0
龟儿子,1
网易,0
蒋思,0
于 我,0
东典 装饰,0
六仔,0
陈 十五,0
老贾,0
凉生 初雨,0
志存高远,0
曾莓 泥,0
草泥马,1
知守,0
鑫 尚 私人 定制 婚礼,0
迷 煳,0
焦耀扬,0
迁就,0
小 奋斗,0
林子,0
渡 她 死 全家,1
诗涵宇,0
若涵,0
有 太阳 的 晴天,0
少玫,0
只 洗碗 不 吃饭,0
彭志财,0
这个 必须,0
卖 汽车 的 小 冯,0
默默 陪 着 你,0
A 矫情 的 都 是 贱人,1
斋藤 和 真,0
刘俊佑,0
胡金 义,0
人家 操 你 妈,1
没 的 照明,0
周雪,0
中国 人寿 凌昕,0
晚风 轻轻 带 着 初春 的 凉,0
伯乐,0
雄一,0
三季稻,0
吴浩铭,0
魏星,0
翁林文,0
陈冠麟,0
杨浩宇,0
毕,0
沼田 勇辅,0
山口 英树,0
萍,0
该 用户 已婚,0
啊 弟,0
徽工 装饰 李明,0
操 伱 妈 逼 旳 伱 匴 労 资 旳 屁,1
小老弟,0
浮华,0
小 先生,0
斌 怡城,0
川 哥哥,0
陈小森,0
坏人,0
辰南 魅魂,0
凉介,0
男孩,0
杨文强,0
毛 你 老母,1
天宇 木子,0
祥子,0
小慧慧,0
娶 你 妈 比 娶 妳 好,1
宗纶儿,0
小公子,0
幸福 里,0
似 近似 远,0
米 原暖 哉,0
酷辉,0
方天画 戟,0
有个 故事 描述 你 我,0
张瀚 之,0
佐野 渓 太,0
卓 凯旋,0
仑,0
差不多,0
力美会 教练 主管 郑小君,0
石峰,0
从未 爱过 谈何 分离,0
夏斌,0
张大 勇,0
海明,0
缪怡德,0
小龙 海参,0
雷脑 斧,0
炸弹 爆炸 了,0
小天,0
关容,0
杉浦 康平,0
丶 瑞,0
纸醉金迷,0
市人医 急救站 廖帆,0
胡力 锦帆,0
Fuck you ugly,1
王小欠 儿,0
范敏 贝店 邀请 码,0
注定 的 结果,0
为 爱 坚持,0
祥,0
伟,0
信仰,0
哲爷,0
徐伟东,0
无吻 的 烟头,0
凌峰,0
李如阳,0
乐少,0
苗苗,0
N m B,1
光 八木,0
星期五,0
云 随 瀞 赱,0
ON SOME SHIT,1
绊 儚 绊 醒 简,0
健康 宝宝,0
蔡健明,0
旋律,0
钱 胖子,0
fuck off,1
TM 要 蛋 腚,1
陈世泳,0
黄曜宗,0
小儿麻痹 鱼,0
二少爷,0
上下 芬微,0
一个 好烂 人,1
吃 猴爷,0
容偲盛 是 渣 男,1
徐峰,0
站 在 云端,0
华仔,0
小雨 诗琪 帽业 围巾 批发 二楼 区街,0
北笙,0
娱乐,0
你 不 像 他,0
壹米 阳光,0
别 惹 我 烦 着 呢,0
大家 好,0
连圣鸿,0
小混蛋,1
嚄 嚄,0
你 妈,1
彭先森,0
青山 如故,0
九天,0
聂婉婷,0
怪 咖 小青年,0
尼玛 个 比,1
林圣伟,0
无所谓,0
幸福 一家,0
杨程翔,0
刘丰荣,0
江江,0
李芳瑜,0
大 沢 海 太,0
大 白杨,0
夜猫,0
坤,0
间,0
我 爱 我 媳妇,0
于 咖,0
么 有,0
傻 逼 一个,1
渣 男 不 聊天,1
好 嗨 呦,0
蔡其峰,0
去 妈 的 逼,1
三个 字 奋斗,0
河南 同辉 医疗,0
朱威光,0
启航 像 木床 床头柜 批发,0
没有 还 行,0
换种 活法,0
西川 凉,0
蠢猪,1
贱货,1
T Jinnawat SB,1
那伤 很 别致,0
一切 尽在不言中,0
张凯豪,0
欧阳 卓轩,0
丫头,0
邢 经纬,0
太郎,0
铭涵,0
王春波,0
平凡 生活 是 福,0
梅田,0
刺刀,0
满脸 胡渣 的 小叔叔,0
郑泽豪,0
林小哲,0
狗屎 蛋,1
格里 草草,0
执着,0
终于 白首,0
好人,0
下落不明,0
哎 呦 卧槽,1
悟道,0
丧,0
陌,0
威尼斯 小镇,0
绪方 优一,0
刘同杰,0
吃喝嫖赌 抽,0
荣官,0
fuck 孙文,1
丢 了 幸福 的 猪,0
战阳 锦衣卫,0
龟儿子,1
久遇,0
道 产子,0
全,0
万 小龙,0
数码科技,0
失望,0
灬 汪洋,0
日天哥,0
贱人 很 矫情,1
真的 皮,0
施米 可,0
陈星杰,0
陆笙,0
豆腐坊,0
杜甫,0
轶古,0
祈祷,0
龙少,0
起航,0
操 你 妈,1
阿 叼,0
贱人 就是 矫情,1
F U C K Y O U,1
陈闯,0
斤斤计较,0
荒木 洸 太郎,0
酷翁,0
年哥,0
杰 嘎嘎,0
充值 啥 都 没咒 创办人 不得好死,1
桃花 醉,0
小龙虾,0
韩硕,0
陈,0
你 妈 比,1
武告庆,0
丶 鑫融,0
我 是 好人,0
杨 尹柔,0
杰洁,0
金 管家,0
杨颖,0
Fuck YOU,1
玄夜,0
王泰元,0
杨东杰,0
努力 的 小伙子,0
S B,1
焦德志,0
南风 依旧,0
天 冷 回家 睡觉,0
然,0
空心,0
铃,0
饕餮,0
日系,0
痛彻 心扉,0
请 叫 我 平头 哥,0
治疗,0
贱人,1
