0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
@NiggaImTatted:,Cowboys,win,games,during,the,regular,season,but,when,they,get,to,the,playoffs,that,trash,af,lol,hating,ass,nigga,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Misplaced_Momma,Yall,whitey,gots,to,PAY,fo,da,preparations,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Zubiaa_3o3:,You,can't,take,no,ones,bitch.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Orangeone4,@SteveWorks4You..biggest,liars,ever,...republican,teabagger,asshats,like,stockboy,#pinoccio,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Don't,kiss,these,hoes,in,the,mouth.,Unless,you,have,to.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
you,a,pussy,ass,nigga,and,I,know,it,nigga.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Kids,a,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Clan,of,retards.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
That's,how,you,let,the,beat,build,bitch.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Pachino__:,y'all,be,dick,riding,and,praising,these,hoes,that's,why,half,of,Miami,feel,like,they,celebs,off,this,social,media,shit,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@WhoIsTie:,Can't,keep,stooping,for,these,hoes.,I,know,better,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@sweatercamila:,lohanthony,is,such,a,little,bitch,he,doesnt,even,like,the,girls,and,he,gets,followed,i,dedicate,my,life,to,them,and,i,ge,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Broski519:,How,bitches,look,wen,they,hear,their,song,in,da,club,http://t.co/F2OyCfK90s,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
MeElizabeth,are,down,bitches.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Can,I,bring,another,bitch,can,we,have,a,threesome,or,nahhh,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
When,I,step,off,in,da,club,niggas,give,me,daps,and,hugs,hoes,swinging,dey,eye,ik,one,thing,right,they,wanna,fuck,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@TexasHickspanic:,Hey,you!,Acting,like,a,saint,on,twitter..,we,think,you're,fucking,weird,you,prude,bitch.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Why,all,the,bitches,fake,gay,now?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@wutkarina,Alright,fag,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@MarshallSOTS,you,tryna,say,I'm,a,pussy?,Of,course,I'm,tryna,slam.,I,ain't,no,pussy,duuuuuuu,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@lildurk_:,I,need,a,loyal,bitch,not,no,goofy,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
we,live,in,a,world,where,drake,can,steal,your,hoes,and,make,fun,of,"you,",shit,crazy,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@kitcoskjones:,im,soooo,over,having,a,bitch,it,aint,EVEN,funny,lbs....,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@vodkapapixo:,Black,girls,have,never,been,into,me.,I,guess,cause,I,don't,call,them,"hoes,",sell,drug's,or,shoot,niggas,o,well.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
BRUH,lmaoo,@NoBeeetch:,Them,hoes,was,nasty,but,I,kept,eating,them,"""@roblockk:",What,the,fuck,happened,to,these?,"http://t.co/G9w10SmQdr""",<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Neva,trust,a,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@drew4130,@mailgal2000,Y'all,hire,colored,folk?,Only,work,half,da,day,and,throw,da,mail,in,da,sewer,if,we,ain't,done,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Fam.,@1800deeznuts:,Telling,bitches,you're,sterile,so,you,can,hit,em,raw,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@OneTimeForMoet:,It's,been,fuck,bitches,but,a,Queen,can,get,my,time,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Can't,trust,these,bitches.,And,these,niggas,either.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,got,a,surprise,for,you,bitches,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Take,yo,hoe,ass,to,sleep,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
You,hate,football,your,a,faggot,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
If,you,hang,with,"hoes,",you're,a,hoe,by,association.,If,you,try,and,debate,"this,",you're,a,hoe.,If,you,get,offended,by,"this,",you're,a,hoe.,<pad>,<pad>,<pad>,<pad>,<pad>
@Queen_Kaaat,how,about,I,just,fuck,you,right,in,the,pussy,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
lmao,slow,new,day,for,madonna,fans,huh?,collaborating,with,Siri?,haha,that,sounds,retarded.,so,she,may,oray,not,use,a,sound,sample.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@alec_myers12:,All,I,want,for,valentines,day,is,a,big,booty,hoe.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@OfficialSkai,dont,tell,me,what,to,do.,fuck,balls,kike,nigger,cunt,tits,cocksucker,chink,spic,piss,bitch,bastard,pussy,faggot.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Watching,the,nigger,movie,Menace2society.,Trying,to,learn,more,about,the,enemy.,Good,reconnaissance.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Okay,ajay,got,one,more,time,to,call,me,a,bitch,in,one,of,his,lit,sub,tweets.,Like,bitch,I,will,fucc,yo,lit,life,you,got,going,UP,!,<pad>,<pad>
@DefendWallSt,those,little,#ISIS,faggots,usually,have,bags,over,their,heads,anyway.,Makes,bullet,placement,interesting,thru,a,scope.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@tay_waldon,onlife,yal,niggas,funny,man,lol,Lonnie,was,suppose,to,get,out,of,that,bitch,after,he,was,up,a,band,smh,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@djfeds,lmao,yeah,bitch,that,lil,shit,ripped,.!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Porcha,grandma,really,like,a,nig,for,"real,",I,should,have,tried,to,hollar,fo,real,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
"""@__Sugga:",There's,a,lane,some,bitches,need,to,stay,in,"""",the,left,n,get,right,the,fuck,outta,our,face,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
U,oversteppin,u,boundires,as,a,sideline,hoe,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Eat,your,vegetables,or,you'll,grow,up,to,be,a,pussy,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
World,War,Z,is,on,Netflix,yasssss,bitch,yasssss,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Tell,me,that,that,pussy,is,mineeeee,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@mykvh:,bitches,be,like,"""if",you,come,over,were,not,"fucking""",but,it,happenedshe,shaved,bitch,knew,wassup,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Show,last,night,was,badass,thanks,to,everyone,who,came,out.,If,you,didn't,come,out,you're,a,retard.,Unless,you,were,at,Cock,Sparrer,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@TerryisBetter:,if,I,fav,your,pic,that,means,Dm,me,hoe,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Only,white,trash,watch,football.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@kcSnowWhite7,@SamSaunders42,don't,forget,nappy,"headed,",butt,ugly,"bitch,",who's,married,to,a,Muslim,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@LeezusLeeko:,yo,bitch,don't,avoid,me,he,wanna,spoil,me,<pad>,http://t.co/gpcYv2jYRy,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,think,I,just,gotta,accept,the,fact,that,all,these,bitches,gonna,be,hoes,til,they,around,the,age,of,27,and,life,will,be,a,lot,easier,<pad>,<pad>,<pad>,<pad>
bitch,really,changed,her,@,name,haha,it,is,not,that,serious.,beyonce,fans,have,too,much,time,on,their,hands,waiting,in,that,welfare,office,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Boys,want,bad,bitches,",",and,dummies.,Men,want,strong,women,who,respect,themselves,and,support,his,grind,while,handling,hers.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Ever,pop,a,bag,of,chips,and,that,bitch,bust,open,on,the,end,facing,the,fuckin,floor,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
"""IBS""",irritable,bitch,syndrome.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@_Kingdineroo:,Lmao,dis,bitch,dumb,asl,http://t.co/O0RraJ8Vij,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Opatz1:,Fuck,michelle,obama.,That,monkey,doesnt,belong,in,the,white,house,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@timbvtcher:,Old,soul?,More,like,young,bitch.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Hit,my,car,with,another,rock,and,I'll,be,all,over,your,ass,in,no,time,bitch.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@RobinFury,Drake,is,bitch,made,for,"that,",likes,Phonte,so,much,and,won't,do,a,track,over,that..,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@RicHieDev_,@CONVERSES_ON,she,can,stay,as,close,as,she,pleases,nigguh,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@savethesehos:,If,I,ride,up,to,your,bitch,in,these,then.homie,consider,yourself,a,single,nigga,.,http://t.co/RJAiohrPhw,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
These,hoes,ain't,loyal#,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@ZephTheGreat:,Not,all,black,girls,are,ghetto,.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@ramonastewart,OK,Now,you're,talking,my,"language,",none,of,this,pussy-whipped,RINO,whining,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,really,wish,I,owned,a,rocket,launcher,to,use,on,every,retard,driving,in,front,of,me,today,#roadrage,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@MarketWiseNick,In,many,areas,has,that,"look,",but,need,to,see,bean,count-said,it,"before,",beans,are,a,bitch-tend,to,do,what,you,don't,expect,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Poochda63:,I,go,to,take,the,trash,out,and,a,darkskin,nigga,stole,my,damn,garbage,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@right_in_the:,pussy,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
This,bitch,showed,me,IT,&amp;,if,y'all,every,seen,that,low,budget,piece,shit,that,muthafuckin,clown,scary,then,a,hoe,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@TomcatStraight,hey,"fag,",gag,on,my,clappmeat,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Them,shootas,is,out,by,my,grandmoma,"house,",I,ain't,been,round,this,bitch,in,a,MINUTE,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,ont,care,cuz,I,got,hoes.,Dats,rite,I,got,plenty,of,em,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Mattyfatass,pussy,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Get__Em__Craig,lol,I,will,be,there,in,the,morning,hoe,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Wanted,to,eat,her,pussy,from,the,back,but,she's,sleep...smh,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@LOHANTHONY:,lana,uses,the,term,"""bad","bitch""",in,a,UV,track.,i've,never,been,more,proud.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
"""@sierrabernia:",@T2G_CincoKilby:,Y'all,think,celebrity,pussy,different,from,the,locals?,yeah,Meghan,goods,"is""",<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@JulianSantomaur:,"5""0",with,30,hoes,on,my,dick,#sweg,you,have,learned,from,the,best,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
They,say,life,is,what,you,make,it,bitch,but,I'm,just,tryna,make,it,..,Straight,up,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@ehasselbeck,@bi_politics,teaching,that,pretend,son,to,b,a,pussy!,his,son,would,have,LACE,ON,HIS,JOCK,STRAP!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
My,bitch,bre,been,ina,good,mood,they,free'd,her,young,hogg,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Daddy,cracker,and,a,few,bad,bitches.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Soldier1eaODGrn,you,are,a,teabagger,scum,who,wants,to,threaten,people,with,his,penis,extender.,You,are,a,danger,to,this,country.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
#faggots,are,MERELY,a,#scientific,indicator,that,SOMETHING,IS,WRONG,Do,not,celebrate,as,"""unique","indiviuals""",for,they,are,#cancer,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@StephGhost:,"""You",don't,get,"bitches""",RT,@dondonboi:,Take,Care,the,mos,overrated,album,that,has,been,released,in,the,last,5,years,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
These,people,at,jury,selection,are,retarded,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@BillieBoyMitch:,@VSamone,man,I,was,bouta,text,all,the,bitches,that,ever,told,me,that,lmao,you,should,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@_BeverlyNoHills,you,so,fucking,nasty.,You,got,held,to,the,wrong,pussy.,I'm,telling,",",you,bet,not,ever,kiss,me,again!,I'm,breaking,up,w|,u!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@BreeBGorgeous:,Females,now,a,days,don't,like,to,do,anything,freaky,because,.,You,niggas,gossip,about,it,like,bitches,.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@iamkrause:,No,need,to,thank,"me,",killing,niggers,is,it's,own,reward.,Dis,my,pal,from,our,graduation,when,we,was,26,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
These,lame,bitches,don't,have,a,fighting,chance....!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@KayciMalynn:,I'm,a,pro,at,losing,followers.,Some,people,just,can't,handle,my,excessive,use,of,the,work,"""cunt"".",Mines,cause,I,say,fuck,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@RayRayOspeciial:,Hate,a,broke,bitch,and,nigga,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@tigolbittiesxo:,No,bitch,u,were,not,born,with,7,pounds,of,sephora,and,MAC,on,ya,"face,",that's,not,ya,natural,face,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
