0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
RT,@AssholeOfDaYear:,Rudy,Gay,a,faggot,for,not,changing,his,last,name,once,he,got,money.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I'll,be,damned,if,a,nigga,wife,a,hood,hoe..,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
You,ask,me,about,2014?,I'mma,make,dat,bitch,my,bitch!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@iDntWearCondoms:,Y'all,bitches,got,to,stop,pushing,away,the,niggas,who,really,care,about,y'all,for,these,niggas,who,don't,give,a,fuck,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
If,I'm,sharing,my,nigga,with,every,other,bitch,why,tf,do,I,want,him.,He,ain't,no,longer,special.,The,heck.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
wut,spook,me,even,more,is,its,gon,be,dark,when,nigga,drive,outta,hea...,im,sick,already,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
"""ayo",i,even,kill,handicapped,and,crippled,bitches/look,at,my,scalp,real,close,and,you'll,see,triple,"sixes""",<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Its,obvious,the,bitch,is,still,immature,and,havent,let,go,of,the,past,yet.,Just,face,it.,You,fucked,up,a,good,thing,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@SheanXIV,yea,ion,do,Brussel,sprouts,..,I,barely,do,cordon,Bleu,but,I,wanted,to,try,something,dif,..,I,get,tired,of,nigger,foods,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Papa_Woodall:,I,hate,bitches,who,be,laughing,with,they,teeth.,That,shit,is,scary,as,fuck,to,witness.,Like,cover,your,mouth,hoe.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
How,are,@terry_chappell,and,I,supposed,talk,shit,about,@Condawg907,bitch,ass,now,that,he,has,a,twitter?!):,#confused,&lt;3,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
My,duck,got,big,as,fuck.,"Yes,","duck,",like,the,bird.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
"""No",bitches,"""",-,nan,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,based,niggas,on,how,they,bitch,look,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@RJ_diggins86,get,some,sleep,pussy.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@JasperDolphin:,Lol,at,the,bitches,that,act,like,they,single,but,now,have,to,post,pictures,with,they,nigga,hahaha,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@KxRxSxB,haha,no,but,I,was,ready,to,slap,that,bitch,again,he,came,walkin,in,my,room,to,say,hi,while,I,was,playin,saints,in,my,underwear,-_-,<pad>,<pad>
@vivaalakatyy,@brotherbill7,@JHuff_5,good,bitch,choke,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@bygbootiejuliie,just,FaceTime,Doms,bitch,ass,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@ivanrabago_,looks,ghetto,as,fuck,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
My,doctor,tonight,is,such,a,miserable,cunt.,Even,my,nurse,is,pissed,off.,She's,been,here,since,7PM,and,hasn't,come,to,see,me,once.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Qui_ThePharaoh,@zApollo0803,@MildlyDarkSkin,hes,a,lying,faggot.,he,used,inspect,element,to,change,the,number,of,dollars,in,his,account.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Halloween,is,a,hoe,holiday,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Our,professor,said,hoes,and,he,said,butt,hurt.,What,a,boss,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,love,when,people,bitch,about,athletes,being,payed,to,much.,Like,they'd,turn,down,millions,What,the,fuck,ever!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Smoke,sesh,niggah,what,u,mean,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,just,wanna,fuck,bad,bitches,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@DevilFzyq,@DevilElyie,@TehDevilClan,shut,up,fag,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Booskerz:,"""@DailySexSupply:",Girls,that,fuck,back,"http://t.co/pI064ylhF6""",@iDocLyfe,your,last,one,was,trash,so,here,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@JuanYeeze,damn,took,this,dumb,spic,nearly,2,days,to,"respond,",wuz,really,good,tho,beaner?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@JohnnieGoings:,"Money,","clothes,","hoes,",and,cars.,#Merica,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@GorgeousCamry_:,@1inkkofrosess:,@GorgeousCamry_,stop,explaining,yo,self,sorry,ass,bitch,DONT,NOBODY,CARE,eww,you,sound,spicy,!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@DeePaul19:,I,ain't,got,no,"type,",white,bitches,is,the,only,thing,that,I,like!,#dead,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Wussup,pussies,;),#ImBack,#NewTwitter,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Shout,out,to,everyone,that,puts,up,with,my,retarded,ass.,I,appreciate,it.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,hate,when,bitches,post,pictures,with,other,cute,bitches,and,don't,tag,em,in,it.,That's,low,key,very,selfish,as,fuck,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@hernandez719,ayy,might,as,well,get.,Fat,hoes,don't,even,like,abs,nomo,they,like,balla,bellys,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@BUNNYDaHONEY,got,all,the,hoes,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
One,room,full,of,bad,bitches,.!,Lmao!,Can't,believe,I'm,kicking,it,with,my,mains,from,MySpace,.!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
If,you,a,top,notch,bitch,lemme,here,you,holler.,(:,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@AlexSchnider,niiice,my,nigga,schinder,pullin,hoes,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@FreeAJay,you,understand,you,look,like,a,real,life,dyke,right?,Like,you,look,like,a,WNBA,dyke,bro.,A,sports,bra,&amp;,bball,shorts,wearing,dyke,<pad>,<pad>,<pad>,<pad>,<pad>
The,thing,about,working,with,black,people.,These,bitches,never,on,fucking,time,then,wanna,complain,about,a,short,check.,Bitch,die.Today.,now,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@pumpkinheaddd:,why,these,hoes,acting,like,they,not,getting,fuckedsucking,dick,but,I,ain't,saying,nothing,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
"""@CarelessOne92:",Leafs,better,win,this,damn,game,so,I,can,go,riot,and,shit,"#EarlyChristmas""",you,better,start,looting,my,nig,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@biggerboat99,please,be,a,little,depressed,bitch,the,entire,time,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@CreoleBabyBritt,@blurbette,@thepbg,The,same,guy,who,thinks,he,can,slang,around,"""bitch""",without,it,being,"offensive,",apparently.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@OTBVA:,these,judges,are,fuckin,retarded,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@HugMakeEm:,I,love,a,bad,bitch,with,a,"attitude,",idk,why,but,a,cutie,that's,a,savage,is,sexy,as,fuck,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
White,bus,drivers,are,all,white,trash.,#LosAngeles,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Yo,bitch,choosin',just,let,her,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Member,when,bitches,put,"""le""",in,front,of,everything.,You,not,foreign,mf,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@itsjaylaaa,I,don't,fight,bitchez.,They,bitch,during,it,to,much.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Bitches,ah,have,a,babybe,like,"""don't",claim,my,"child""",bitch,you,goodgoddamn,well,ain't,NOBODY,claiming,your,creature,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@hunterbuch66,@kieffer_jason,@sbsylvester,yo,fat,ugly,ass,couldn't,even,pull,the,ugly,bitch,in,the,school,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
After,I,say,some,shit,I,just,be,like,"""",wow,that,was,so,uncalled,for,",",you're,really,a,bitch,"""",attitude,on,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@JMC2488,@jetsgreen,@TB12FAN,and,fuck,you,too,ya,little,bitch,you,look,like,a,Mexican,sucking,a,cock,in,ur,profile,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Danny,Chris,and,I,should,not,be,allowed,out,in,public,together,#cunts,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@krispy717,@grizzboadams,fucking,gay,faggot,look,at,that,gay,ass,pink,shirt,haha,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
And,these,hoes,ain't,as,good,as,they,look..I,need,to,take,my,own,advice,doee,cause,If,that,pusxy,good,then,I'm,good,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Cheater,cheater,pumpkin,eater,where'd,you,find,that,no,good,white,trash,hoe.,#trashy,#sloots,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@b_scheich,<pad>,salute,a,bad,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@jjusmaxx:,Thot,bitches,wanna,be,wineddined,like,a,wife,but,don't,know,how,to,earn,it,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
An,if,u,aint,a,hoe,get,up,out,my,trap,hoooouusssee!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
#SlightlyAdjusted,RT,@CapoToHeaven,Alls,niggers,wanna,do,is,"fuck,","tweet,",and,drink,pineapple,soda,all,day,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@jerrilyn71:,"""@HistoryGoon:",and,also.pussy!..if,my,shit,offends,u..get,off,twitter..block,me..and,go,suck,a,cock.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@real5Hfacts,stfu,u,ugly,dyke,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,turn,Cassey,to,a,nasty,hoe,Rihanna,to,a,classy,hoe,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
jesus,christ,youre,a,fucking,retard,if,you,believe,in,Mercurian,retrograde,affecting,your,life,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@JusDahl,I,want,some...I'm,so,damn,tired,of,being,in,the,fucking,"kitchen,",a,bitch,is,hot,and,needs,a,glass,of,wine,and,a,back,rub,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@KanyeFaaces:,when,you,let,go,of,all,your,hoes,for,one,girl,but,she,end,up,bein,a,hoe,too,http://t.co/kn1yKRw4J4,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
That,was,my,faggot,rant,for,the,night.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@morganwelborn,you're,a,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Alejvndrv:,@1ortiz1:,Id,rather,be,your,niggah,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Buckm00se,true,sand,niggersbum,Brits,claim,he's,a,ATG,hall,of,fame,legend,smh,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Stupid,freshman,bitches,that,walk,like,slow,as,hell,and,u,can't,get,around,"them,",hurry,the,fuck,up,sloth,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Thats,not,ya,bitch,if,she,dont,love,giving,you,head,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
all,these,bad,"bitches,",man,they,want,the,____,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
paper,ova,pussy,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@ccass357,@Liveitupjersey,real,Serious,in,CT!,Bunch,of,whiney,cunts!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@lovemydogduck:,Falling,in,love,is,easy.,Its,falling,out,of,love,that's,a,bitch.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@nhalegood:,When,hoes,feel,like,their,photo,didnt,get,enough,favorites,http://t.co/ZDf98BpF94,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I'd,like,to,see,someone,try,to,hit,me,off.,Joke's,on,you,"bitch,",I,don't,have,internet!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Some,bitches,need,to,get,a,life,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Briscoefunnyguy,@_KaeeJones,da,fuck,that,hoe,look,sad,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Bitches,can't,fuck,with,my,bitches,they,deadly,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I'm,sick,of,dudes,posting,videos,of,them,singing,on,vine.,Do,that,shit,in,the,shower,or,something,fags,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
A,nicca,ain't,do,shit,all,day,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Breakup,Anthem,"""We",threw,shidd,lemme,just,fall,back,pick,up,my,side,hoes,cuz,i,stayed,in,"contact""",https://t.co/bnqd4FifRq,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@kep0ne:,@quanb24,you,bitch,ass,nigga,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@TheDrunkStory:,"""My",girlfriend,cheated,on,me,so,I,dumped,her.,I'm,dating,her,mom,now,so,now,that,bitch,is,my,step,"daughter.""",-,Texas,Tec,<pad>,<pad>,<pad>,<pad>,<pad>
$60,torch,down,the,drain,cause,either,I,was,to,high,and,lost,it,or,one,of,my,"""niggas""",finessed,that,hoe,fuckkkkk,ittt,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Kaaaat__,make,that,llama,your,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@LegsForDayyys,fml,both,or,half,breed,ex,at,the,gym.,Ugh,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@iMIKEDUNN:,For,all,you,bitches,that,think,you're,a,"""bad","bitch"",",please,tell,that,to,Rhonda,Rousey.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@marissaaxoo,@kakestevens,@mandaclementine,someone,needs,to,give,these,bitches,a,gatoraide,or,ten,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
When,I'm,a,relationship,I'm,erasing,twitter,cuz,it's,to,many,bitches,that,are,accessible.,I,gotta,the,hormones,of,a,13,year,old,home,alone,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Spending,money,on,these,hoes,",",nigga,you,aint,fuck,SHIT,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@daveyy_jayy,lmao,mark,is,the,only,guy,left,there,he's,about,to,get,some,pussy,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@hash_no_tags:,bitches,be,handin',out,neck,like,free,chinese,food,samples,at,the,mall,and,go,to,bed,every,night,wondering,why,they,ain't,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@2Blunts1Jorge:,@GinaSanabria_:,I'm,ugly,so,don't,worry,about,me,having,hoes.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
someone,just,called,someone,a,"""bitch",ass,"nigga""",on,black,ops,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
