0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
Happy,birthday,to,this,coon,ass,nigga,buckcity,@ThatLatsonKidd,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Coolie_GBE300:,It's,2014you,niggas,still,runnin,round,sayin,"""Yall",don't,eat,"pussy"".",Y'all,must,be,suckin,dick.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@brrrrangadang,this,nigga,..,know,damn,well,you,a,coon,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Reathie,phone,jumping,out,the,gym,finna,cut,this,bitch,off,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@finlife54:,@Vontey_isa_boss,<pad>,bitch,lol,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
"""@analicialouise:",Tevin,is,my,favorite,sophomore,I,think,he's,so,"funny""",Hes,really,not.,Lmaoo,hes,a,little,hoe,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Deadcollision:,"""Go",talk,to,your,other,"hoes""",http://t.co/1H08FxpkKq,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Not,true,RT,@_Kimchanel_:,Every,man,has,hoes,#bye,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@digiflorals:,bitch,do,it,look,like,I,care,N,O,O,o,o,o,o,.,.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@_elennamichelle,nope,not,at,all,but,I'm,stuck,in,a,house,full,of,fucking,niggers,help,me,escape,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
That,bitch,is,goin,off,off,off!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
bad,bitch,from,lansing..she,could,be,a,model.shes,a,model.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Dre_thinks,lol,lil,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
LMFAO,@jdellasperanza,I,found,my,diary,me,complaining,about,you,being,a,bitch,tbt,I'm,DEAD,http://t.co/pl7qsAS15b,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@WorIdStarFvnny,@alysssa_3,bitch,please,http://t.co/2QysCT5INk,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I'm,not,much,of,a,texted,get,off,my,nuttz,hoe,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@UberFacts,studies,show,that,you're,a,faggot,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
When,the,pussy,stank,@MariekieBarone,http://t.co/X5LIVg2b0q,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@DatingTrick:,As,a,"girlfriend,",you,have,to,accept,the,fact,hoes,are,gonna,be,all,up,in,his,face.,But,as,a,"boyfriend,",he,better,let,them,<pad>,<pad>,<pad>,<pad>,<pad>
@MrWoofless,Don't,be,a,bitch.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I'm,so,mad,cause,hoes,think,it's,funny,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Fuck,that,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@MrMooncricket,oh,hell,no!,Fuck,you,Uncle,Tom,"bitch,",I,remember,yo,punk,broke,ass,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@bigg_boss23:,I,never,get,on,twitter,but,when,I,"do,",I,get,in,bitch,fights,with,niggas.,not,even,females,bruh..,http://t.co/Kf6pxGKJXr,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
',Make,a,niggah,buy,a,ring,for,ya,finger,<pad>,",",Jimmies,for,ya,feet,<pad>,Jeans,for,that,back,<pad>,lingerie,for,the.,http://t.co/MxwTT9H4nc,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Nah,if,she,wus,freak,an,got,smutted,by,multiple,"niggas,",you,jis,then,cuffed,up,a,hoe.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Dumb,ass,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@LeLittleLisa,bitch,I,know,you,seen,me,tweet,bout,you,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@coffincreepxx,you,had,to,throw,in,the,faggot,word,smh,smh,smh,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@ilywhitesiders:,Jacob,needs,to,stop,being,a,little,bitch,and,follow,me,on,Instagram,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Yo,fuck,firestone,for,that,commercial,givin,bitches,ideas,to,run,over,guy's,video,games.,I'd,cut,a,bitch,over,that.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@GossipCop,Julie,tell,them,crybaby,blacks,to,get,someone,blk.,and,dress,them,up,white,faced..niggers,always,whining!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@The_Paradox:,FAGGOT,RT,@80sbaby4life:,I,was,in,the,club,and,there,was,this,good,lookin,bitch.,..she,had,gold,teeth,tho.,I,was,confused,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@DeeJay138:,In,some,pussy??,Nah,work,is,the,best,place,to,be,in,this,weather.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
But,they,only,talk,on,twitter,bc,pussies,in,real,life,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@trapwavey:,Lol,rt.,@Cameron5833:,If,yo,bitch,don't,read,books,or,eat,fruits.,She,a,hoe.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@TheRealHoneyMoe:,I,don't,care,about,bitches.,Hoes,be,into,it,with,they,damn,self,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
LMaoooo..,@IGiveEmNathan,Jesus,healed,folks,wit,Leoparcy,but,yall,hoes,wanna,get,leopard,print,tattoos,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Some,bitch,niggas,in,drumlin,just,sprayed,me,with,water,and,ran,away,#fucking,#pussies,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@gayle_ryan,I,don't,hate,the,Japs.,"But,",I,AINT,FORGETTING,GETTIN,JAPPED,EITHER.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Waka,bitch,bad,fr,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
If,you,got,tats,on,your,"breast,",you,a,trash,ass,bitch,and,stay,far,away,from,me,with,Ya,acid,pussy.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@_TheCrownedHeadbitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Aghh!,I,took,my,15minute,break,to,relax,for,a,"bit,",not,to,here,this,bitch,yellcomplain!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
L7,niggas,will,rock,anything,a,bad,bitch,post,post,on,these,social,sites..,"""I",just,want,a,nigga,to,sniff,a,fart,off,my,ass,crack,like,"dope.""",<pad>,<pad>,<pad>,<pad>
Leave,the,bitchen,to,bitches,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Somebody,tell,these,nigggas,I'ma,keep,fuckin,they,"hoes,",I'ma,keep,rockin,these,shows,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@poak_,he,was,no,more,a,cunt,with,a,shitty,attitude,than,Apex,or,Pamaj,or,Banks.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@bonnoxxx,nah,she,said,you,a,fag,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
"""@ComedyPosts:",Harlem,shake,is,just,an,excuse,to,go,full,retard,for,30,"seconds.""",<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@MoffettMM:,Just,got,done,with,my,last,final,and,I'm,walkin,around,campus,like,I,own,this,place,queer.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
He,could,be,right.,any,hoe,they,had,in,the,"11wd,",niggas,from,the,hood,RAN,thru,em..,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Maybe,"reluctantly,",but,they've,done,it.,What,does,this,mean,for,a,discrimination,law,in,the,state?,Culturally,for,queer,people,in,the,state?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@true_east_,@TroyMadden,yall,trash,but,@thEMANacho,cold,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
bitches,please,in,napa,fewer,than,100,people,were,injured,and,literally,2,of,those,were,reported,as,critical,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
"""A",pussy,a,day,keeps,the,devil,"away""",-@DoperThanYola,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
All,my,young,boys,round,me,saying,"""get",money,and,fuck,these,"hoes""",<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@TheVoiceOfMiami,#Fellas:,Would,you,shit,on,a,bitch,if,she,asked,you,like,that,Biggie,skit?,+,I'll,take,my,dick,and,go,home.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Like,real,shit,dude,da,closest,nicca,I,done,seen,to,AI,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Beaadawgg:,Why,do,the,"trashiest,",really,ghetto,girls,always,get,the,most,likes,and,comments,on,insta?,Boys,up,and,down,their,pictures,a,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@TheChrisCates:,Look,at,this,faggot,http://t.co/db7SIri8qg,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
"""What",I,do?,@betysweetcocker:,Gotta,report,you,as,spam,RT,@80sbaby4life:,Ladies,RT,if,your,head,game,better,than,your,"pussy""",<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
That's,your,"bitch,",why,she,acting,like,she,need,a,man?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
bitch,im,is,not,bout,to,get,no,damn,flu,shot..ion,care,if,it,is,free..,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@baddiewhitt_:,the,older,i,get,the,less,i,give,a,fuck,<pad>,",",beef,<pad>,?,bitch,please,loosing,friends?,bitch,bye,<pad>,drama,?,ill,pass,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@omfgarsal:,hoes,be,like,"""i'm",a,"virgin"".",http://t.co/NriPMCPnge,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I'll,keep,all,comments,to,myself,about,tho....,I'll,just,laugh,about,it,with,my,nigs,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
about,to,drunkenly,get,a,free,3D,printed,bracelet,that,says,"""fake","ho""",<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@SukaSuiti:,"""@uce_INA:",Nawwww,If,you,a,hoe,you,sittin,on,the,floor,and,not,my,damn,"couuuuuch""",but,your,birthday,is,in,Feb,or,naa?,Nope,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@CoreyKeyz:,When,you,find,out,your,bae,is,a,hoe,http://t.co/sI8G1Mzpgs,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
It,ain't,nothin,to,cut,that,bitch,off,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
You're,just,another,nigguh.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Jason,admitted,you're,a,stuck,up,bitch,"lol,",which,you,are.,Think,you're,so,much,better,than,"everycunt,",naaaaa,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@_LifeOfSin,theeepp,that's,my,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@2ManyLouboutins,@moneydriven,stfu,hoe,and,fucking,answer,me,before,I,smack,the,shit,outta,you,and,your,faggot,aunt.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@LL_Jono:,@Krhymez_24,Go,home,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@LuaBoo:,Niggas,over,6'2,with,long,ass,monkey,arms,make,the,best,cuddle,buddies..so,I,heard,ahaha,a,female,told,me,this,once,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@LesterrNem:,Bad,bitches,is,the,only,thing,that,I,like,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Sweet,and,innocent,schoolgirl,Minami,Asakas,pussyeaten,http://t.co/DNxBLKrQ45,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
No,police,department,that,hires,"gypsies,","half-breeds,",and,nigglets,should,be,trusted.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,don't,love,my,hoes,I,love,a,couple,not,all,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@FzRodl,exception,for,Gilda,Radner,that,bitch,was,funny,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@_MckenzieNoel,miss,you,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Cryystalina,cuz,people,at,work,are,bitches,they,shit,talkers,and,yeah,dude,I,need,a,girls,night,out,-___-,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
All,you,ladies,pop,your,pussy,like,this,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@VuIture:,This,bitch,eyebrows,lookin,like,the,bulls,logo,http://t.co/5EtOrG5GBT,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Gabby,is,hella,ghetto,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@THEalexflores10,bitch,answer,my,calls,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,ain't,no,bitch,no,"more,",i,got,my,license.,:D,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
<pad>,ion,have,a,bitch.,So,yeah.,What's,understood,don't,need,to,be,explained.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Yessir.,You,know,this,man,RT,@BryceHamilton11:,@ItsNotHarold,u,got,some,pack,fag,boy,I'm,comin,thru,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@_xplicitContent:,if,im,bad,built,ok,yall,built,like,tractors,yall,got,relationships,bitch,where,mine,??,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT'in,your,own,shit,now,pussy,what,a,joke,you'd,end,up,just,like,all,the,rest,no,show,chicken,shit,mother,fucker,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,will,literally,never,get,"home,",this,shit,is,retarded,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Pipe_Tyson,Me?,Nigga,YOU,the,pussy.,I,got,hands,for,you,dawg!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Im,tired,of,these,bitches,actin,like,they,loyal,lol,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
