0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
RT,@iSell_Pussy4EBT:,This,bitch,really,happy,she,got,60k,followers,from,getting,kicked,out,of,a,moving,car,by,her,abusive,bf,and,almost,dyi,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@SydneeSmalling,fuck,Miley,tranny,looking,now,damn,ass,nigga,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@KINGof334MOBB:,Skinny,girls,pussy,be,good,den,a,mf,u,don't,feel,nothing,but,pussy.,+,100,points,on,the,board,for,skinny,girls.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
So,niggas,wanna,be,bitches,and,shit,wearing,flowers,and,shit,smh,y'all,niggas,gay!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@GrandadJFreeman:,I'm,tired,of,fat,hoes,calling,themselves,"""thick"".","Bitch,",yo,fat,ass,can't,even,bend,over,and,touch,your,toes,withou,...,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,can,be,very,vengeful.,Don't,be,a,cunt.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@theROYALlife:,Ha,ha,real,name,is,Ha'Sean,where,y'all,get,these,ghetto,ass,names,from?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Just,tied,my,right,shoe,while,driving,on,the,freeway,if,that,ain't,swag,bitch,then,I,don't,know,what,is,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@_4ever_slim:,U,look,like,a,cotton,picker,tho,RT,@KB_Three:,About,to,put,in,field,work,<pad>,damn,dee,got,all,the,jokes,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@cb_marie,bitch,yessssssss,omg,I,jus,saw,one,of,em,yesterday,I'm,in,disbelief,I,rode,by,like,oh,that's,court,bro,now,I'm,lost,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Southwest,airlines,is,like,driving,in,a,mini,van,with,your,white,trash,cousins,who,love,to,huff,paint,thinner,before,before,working.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@AirSimba9:,@Treslyon:,Keyair,angels,&amp;,female,party,promoters,are,not,for,me...,Most,party,promoters,are,hoes,&amp;,them,angel,bitches,are,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
There's,no,one,to,flirt,"with,",Mad,bitches,in,my,inbox.,Skrr,skrr,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@gezus__,@MANIAC3X,@bam00se,@Woody_AFC,mean,bro,fucking,faggot,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@weirdstyle:,I,have,0,hoes,lmfao,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@NOTJOHNROSS,try,being,"respectful,",instead,of,acting,like,a,fucking,retard.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
My,2014,saying,is,bitch,go,get,yo,nigga,hoe,cuz,I'm,gonna,beat,yo,ass,just,like,am,gonna,beat,nigga,bitch,go,get,yo,nigga,<pad>,<pad>,<pad>,<pad>
@delaney_guinan,you,did,a,good,job,doing,that,to,me,and,not,texting,back,faggot,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
You,like,where,the,hell,is,yo,bitch,meanwhile,yo,bitch,like,where,the,hell,is,yo,clique,#ayeeeee,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@NorrisDaGod:,I,have,no,hoes,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@iAmEastAtlanta:,Don't,be,sorry,"hoe,",Be,Careful,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
That's,a,legal,tackle,faggot,RT,@PP_Rich_Hill:,Seriously?,http://t.co/lMyhrBKxZX,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
It,wus,yo,fat,ass,that,filled,out,the,application,to,work,"there,",not,me,bitch...,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@NigggaPino:,Splash,onna,bitch,Wednesday,tomorrow,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@ChiefKeef:,That,pussy,Ain't,yours,broski.,It's,jus,your,turn!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@dan1ellep,she,going,full,retard,right,now,smh,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@AndyMilonakis:,You,give,these,bitches,the,Amex,"once,",they,gonna,act,like,a,chilly,snob,and,try,to,go,get,that,cardigan,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@DaMeatIsThicke:,How,you,invite,me,over,to,fuck,but,I,can,smell,yo,pussy,from,across,the,room???,Man,ain't,that,dinner,she,cook,then,bou,<pad>,<pad>,<pad>,<pad>
RT,@IAmBobo_:,What,happened,to,the,old,wigga??,The,gonorrhea,one.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@ILIKECATS74,@bootyacid,@sizzurp__,@yoPapi_chulo,@brandonernandez,because,you're,the,ratchetest,of,them,all,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
You,fuck,up,",",I,try,to,be,nice.,I,fuck,up,",",you,go,ape,shit,and,stay,mad.,Wtf,haha,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@XdalovelyTishai:,Most,of,these,niggas,go,broke,for,these,hoes,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@GuTsSidious,"Yeah,",so,quit,being,a,bitch,and,edit.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@TheRealDiamondJ,I'm,the,type,to,put,that,bitch,in,a,river,so,you,can,gtf,out,my,locations,lol,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
do,you,think,all,the,rice,fags,are,at,McDonald's?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Seymor_Buccs:,"Man,",most,of,you,coons,couldn't,jus,up,in,quit,yo,"job,",if,you,found,out,ya,boss,"racist,",so,shut,tha,fucc,up.,Niggas,love,<pad>,<pad>,<pad>
RT,@GOLDBONEQUEEN:,Stevie,J,turned,a,hoe,into,a,Housewife,and,Nikko,turned,a,Housewife,into,a,hoe,!I,swear,this,shit,can,happen,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
<pad>,never,been,a,coon,grew,up,with,bokoo,coons,tho,but,never,was,1,I,did,some,coon,shit,tho,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@NenosMarma:,@andrewzoudo,@tonykivarkis,so,hes,retarded,and,gay..,What,a,mix,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,just,be,chillin,tho,..,I,don't,fuck,w/,hoes,or,hoe,niggas,so,I,don't,know,about,how,they,operate,.,Maybe,I'm,wrong,<pad>,<pad>,<pad>,<pad>,<pad>
Lying,bitch,http://t.co/TCjHTFxBhc,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@vivaalakatyy,@J_Fritzy,@Lompartayy,that's,all,the,action,you'll,probably,get,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@That1guyJeff,fuck,you,bitches.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@ashleyrike,sick,bitch!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Tylar____:,@1stBlocJeremiah,lol,why,you,tryna,be,raw,doe,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@GorgeousCamry_,ight,bitch,ima,see,u,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@CurlsGoddess:,Being,so,wrapped,up,in,love,that,you,stop,doing,well,for,YOU,is,what,middle,schoolers,"do,",dumb,bitch.,I,want,just,want,mo,<pad>,<pad>,<pad>,<pad>
Peace,"fags,",just,remember,I'm,best,Lux,support,NA.,Drop,LustBoy,pick,me,and,Kakao,up,TSM.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Lucky,bitch,still,in,Ecuador,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
"""Nah",its,You,@NoMeek_JustMilz:,yo,i,thought,some1,photoshopped,my,face,on,that,faggot,smmfh.i,hate,"yall""",http://t.co/5e2fkQ3Q2T,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Wisdom_Stature,bitch,we,coulda,been,at,the,stores,looking,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
them,bitches,are,good,lmao,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@49ant:,you,aint,getting,no,hoes,to,come,back,to,the,room,with,you,if,you,staying,at,circus,circus,bruh,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@DarienDaywalt,bitch,shut,the,fuck,up,goddam,your,a,slut,bitch,whore,nigga,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
"""I",got,a,bitch,set,it,off,like,jada,picket..queen,latifah,you,riding,round,with,your,nieces,bitch,you,"titi""",<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@chris_hardardt7,pussy?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
fuck,ah,bitch,all,I,think,about,Is,commas!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
These,lil,niggas,can't,hang,big,shit,poppin,bitch,and,big,my,first,name,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@waymoflydenu:,Why,y'all,hoes,in,such,a,hurry,to,be,single,mothers?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Wow.,RT,@TayNic,So,THIS,is,why,big,titties,were,slandered,today?!,U,bitch!,RT,@Alyricz:,Stop,the,bullshit,.,http://t.co/ghWS4TJT,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@sammyk1429:,"""I",am,not,a,"bitch,",I,am,the,bitch.,So,that,is,Ms.,Bitch,to,"you!""",<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Her,pussy,so,good,like,I,left,something,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@VinniePolitan,the,cunt,needs,her,hands,cut,off!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I'm,the,pull,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Coley_Cee:,@lil_aerii,@__yhanaaaa,@DTHANG_,"lmfaoooo,",bitch,don't,start.,Okay,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@RahleeFranklin:,This,bitch,got,a,body,like,Trey,Songz,http://t.co/KSiqmY4W8D,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,still,can't,get,over,some,of,these,retards,going,ape,shit,over,this,iphone,"5,",makes,no,sense,to,me,whats,so,ever.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
So,apparently,meEric,fuccedI,be,just,fuccing,every,nigga,GREAT,but,y'all,bitches,NOT,whoppintalkin,behind,BLOCCED,twitters,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@_Ezzzylove:,I,hate,salty,bitches,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Two,horny,guys,take,turns,beating,the,shit,out,of,a,tight,teen,pinkpussy,http://t.co/RbOJWLAriQ,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Brit_Stratton:,Justification,of,my,bitch,face.,Thanks,@zzachbarness.,http://t.co/A6giLjeE4x,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@bbluedreamm,@chris_cruz1,@Hunglikerobby_,don't,be,a,bitch,then?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
You,got,me,faggot,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
got,like,4,hoes,in,my,low,pro,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@femaleproblems:,u,may,think,im,a,bitch,but,as,soon,as,you,get,to,know,me,u,realize,that,first,impressions,are,right,and,i,am,a,bitch,<pad>,<pad>
@MajorSlander,One,last,shot,at,this,love,shit,then,I'm,dogging,you,hoes,#Drakelistener,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Tahrell:,"Now,",bitches,gonna,think,just,because,they're,"married,",they're,better,than,every,female,that's,not.,Smh,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
done,with,all,the,riff,"raff,",bitchin,with,your,bitch,assss,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@sweetakin,Only,rich,white,liberals,know,what's,best,for,black,people.,If,they,don't,see,"that,",they're,obviously,Uncle,Toms.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Sam_James3:,@will123_william,@haydenhill13,@aknadnrye,@khalilreed,I,don't,care,tho,cracker,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@_theDarius,bitch,get,that,job,first.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@woohdakidd_74,dat,shit,crazy,a,nicca,use,to,wear,dat,shit,fr,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@AllKnowA:,We,all,know,a,bitch,named,Natalie,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@KINGTUNCHI_:,Same,bitches,that,diss,me,gone,still,be,here,to,eat,my,Dick,when,they,see,that,check,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@SteveStfler:,ur,a,faggot,if,you,change,your,name,to,your,bday,just,so,you,can,get,bday,tweets.,this,aint,FB,"nigga,",fuck,yo,birthday,<pad>,<pad>,<pad>,<pad>
Oomf,make,my,skin,itch.,Like,ew,bitch.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@_Dbankss,orr,why?,Thts,my,lor,bae,tho,wyd,why,u,fucking,up,hoe?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Not,All,Straight,Men,-,I,am,frustrated.,Unlike,on,"OKCupid,",queer,folks,dont,have,the,ability,to,block.,http://t.co/hBF2xZa0ke,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
My,bitch,cold,not,average.,You,couldn't,fuck,my,last,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@justinmiculka01,oh,what,hoe,is,she,trippin,bout,then,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@OMGDizzyStarz:,@1stName_Bravo,aye,at,least,that,bitch,hot,boxed,lmao,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Now,that's,how,you,let,the,beat,build,bitch,..,Thats,my,ish,RT,@ImSoSouthern706:,As,I,hit,the,kill,switch.....,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Mimistheone,You,really,seem,to,love,Sandusky.,Weirdo.,Ur,a,creepy,ass,cracker!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@BasedPaco:,lol,Lebron,bitch,ass,always,making,a,spectacle,look,at,me,ass,nigga,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
"""@jaimescudi_:","""@Tonybthrz_:","""@jaimescudi_:",I,swear,if,oomf,try,talking,to,me,"tomorrow..""","@""","@BarackObama""",pussy,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Jai,may,make,an,appearance,at,the,party.,love,that,fag,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,love,this,bitch,",",he's,dear,to,my,heart.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Which,mean,you,hoes,too,STUPID,ion,want,it,around,me,#youhavejustbeenBLOCKED,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Pappadeaux,got,the,best,chicken,strips,I,swear,I,squeeze,lemons,over,them,hoes!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
#TweetLikePontiacHolmes,I,do,the,Pontiac,sprinkler.,Nigga,nigga,nigga,nigga,spic,spic,spic,spic,nigga,nigga,nigga,nigga,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,would,def,call,Dwight,a,cradle,robbing,faggot,if,I,were,Kobe.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@castabignet:,Some,people,are,handed,a,bar,of,gold,and,all,they,can,do,is,bitch,about,how,heavy,it,is.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@_Fvfx:,Pussy,will,always,be,my,fav,iggy,"song,",like,how,do,you,not,like,a,song,that,just,says,pussy,numerous,amounts,of,time.,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@xDSmooth:,I,asked,@1BookieG,what's,the,definition,of,a,preppy,white,girl,and,this,niggah,said,Starbucks,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Lyl_HOE:,I,heard,"""Love",Dont,Love,"You""",by,En,Vogue,at,work,lastnight,..,Shit,groovy,as,a,bitch,..,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
