0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
有,沒,有,徐孝元,的,八卦,?,就,棒球,主播,啊,",",說過,我,真的,好,想,淫,韓國,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
台灣,高工,時,低薪,是否,你,我,都,推,了,一把,?,當中,還是,有事,在,人,為,啦,",",你,挑,工作,也,是,挑,勞動,條件,好,的,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
為,什麼,我,包,3000,",",親戚,都,不要,?,其實,就,加,六百,湊,3600,就,好,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
鐵板,燒師傅,算是,好,職業,嗎,?,不,知道,為,啥,常,吃,的,店,師傅,",",都,跑,路,了,(,台南,),<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
阿魯巴遊戲,的,由,來,?,我國,小,原住民,同學姓,巴,",",魯巴,開始,的,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
男友,在,年,夜飯,的,表現,很,差,?,別,幻想,了,快,去,練功,拿,寶石,抽包,吧,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
自己,的,女兒,被,霸凌該,怎麼,做,?,喜歡,他,還說,會,找,人,說,不要,跟,他,玩,觀察一,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
為何,台灣,的,管理,碩士,都,自稱,MBA,?,你家,有,錢,捐個,圖書館,給學校,",",沒,工作,經驗,也,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
明天,開始,",",我,就是,一名,狙擊手,了,?,中出,就,沒,問題,了,",",遠距離,你,看來,是,不行,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
肥宅,幫,女權,主義說,話,有加,分,嗎,?,沒人要,聽,你,說,話,",",所以,沒,屁用,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
服部,都,直衝,梅鶯毒,嗎,?,不會,三,彎,的,把,裝備,放馬上,跳,好,嗎,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
被,陌生人,叫,出,你,的,名字,?,那,是,我,老婆,",",她,認錯,人,了,sorry,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
豬哥亮,和,胡瓜,誰,比,較,好笑,?,好,",",我們,繼續,送,幸福,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
廠商接,電話,的,小姐,聲音,很,可愛該,怎摸辦,?,這聲音,根本就是,天籟,",",此音,天上,有,",",人間,本該,無,呀,~,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
破,褲子,可以,流行,",",但,破,鞋子,流行,不起,來,?,因為,很多,宅宅,有,處,女,情結,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
明天,的,國文,作文,要,怎麼,寫,>,<,?,出師表先,背著,好,嗎,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
欸,欸,欸,!,肥宅學,浪漫,的,法語,有加,分,嗎,?,☺,?,彩瑛,SANA,志效,我,老婆,啦,",",<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
如何,分辨,潘瑋柏,跟,周湯豪,?,一個,會,忘,詞,",",一個,不會,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
這幾年,女生,流行,在,fbig,公告,自己,未婚,懷孕,?,孩子,的,爸,:,404NotFound,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Tue,",",Jun,",",13,",",00,:,50,:,33,",",2017,?,我,還以,為終,於,有,一篇,要,認真,討論,結果,也,在,亂,扯,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
現在,怎麼,沒有,映像管,電視機,了,?,T台,新聞,放氣功,砲,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
統一,後,的,選擇,",",有點,苦惱,?,去,那裡,扁,9.2,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
為,什麼,台灣,一堆,公會,?,沒人,出事,",",就是,賺,錢,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
泰國,茶,有毒,的,很多,嗎,?,記得,小,時候,最毒,的,話,是,你,去,泰國,被,人妖,得愛滋,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
住,美國,路易,西安,納州,紐奧良,有,多爽,的,八卦,?,應該,真的,很爛,",",沒有,球星,要,去,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
肥宅當,高中,老師,的,下場,是不是,黃,主任,?,沒有,耶,",",跟,我,一樣,每天,看著,jk,",",依然,單身,6,年,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
慣老,闆,",",會,想安樂,死,嗎,?,慣老,闆,只會,覺得,賺,太少,",",底下,員工,領太多,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
欸,!,超商,工作,遇到,女奧客,怎麼,辦,?,好,啦,",",這篇算,及格,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
為,何桃園,機場,會,要,叫,TPE,不是,TYC,?,桃園,對,外國,人來講,不,重要,",",離,台北,又,那麼,近算,一起,就,好,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
台灣,阿童,是不是,錯,了,?,柯黑,又,來,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
如果,女生,誤闖,八卦,?,這裡,好多,工具,人宅宅,",",超棒,der,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
線上,遊戲,的,寶物價,隨便,就,千萬,起跳,?,水藍,魔力,也,是,",",水藍鼠幣,好,貴要,1,:,2xxx,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
為,什麼,童星,長,大後都,不紅,了,?,我,看,葉問,2,時,跟,朋友,說,有,釋小龍,",",朋友,都,還認,不出,來,咧,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
明天,被,Youtuber,採訪,要,說,什麼,?,非韓,不,投,",",沒,韓郊遊,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
澀,谷,的,味道,會,不會澀,澀,的,?,住,天王,寺,的,人會,不會,天天,的,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
鍵盤,卡,髒,東,西,怎,辦,?,繞過,去,阿,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
vvip,?,哈哈哈,哈哈哈,哈哈哈,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
板野友,美,衰退,很快,的,卦,?,等,她,拍,av,我,才,會,開始,關注,她,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,玖,壹,壹,後,製,團,隊,的,八卦,?,現場,音響,重低音,很強,",",懂資,懂資,就,嗨,了,哪,還管,唱功,走音,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
為,什麼,台灣,各行,各業,都,過勞,的,八卦,?,因為,台灣,勞工,不敢,跟,老,闆,爭權益,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
hebe,跟田馥,甄,哪個,比較,自犬,?,真,希望,嘴,臭,的,人能,早點,受到,報應,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
當年,的,莫,拉克,地瓜,粥,好像,也,沒,這麼,嚴重,了,?,微笑,不,知道,是,如何,笑,沒,看到,",",還是,說,要,哭,著進,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
gogoro,是不是,機車界,的,apple,呢,?,但是,台灣,人,愛,垃圾,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
yoyodiy,",",已經繞,進開源,人,年,會,?,yo,叔有,女兒,做,的,蛋糕,可以,吃,",",好爽,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
肥宅,可以,捕獲,葵司,的,心,嗎,?,我,是,不敢,喝,尿,啦,",",就,讓,給尿潤,好,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
貓貓,這種,時間,怎麼,懶,洋洋,的,?,好,啦,",",很,幽默,",",先給,你,個,讚,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
為何,跨年,晚會,不學紅白,全台,集中,辦一場,?,台視,表示,:,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
大嫩發,、,愛賣,、,家樂佛,",",喜歡,去,哪,一家,?,一家,都,沒,聽過,",",你活,在,異次,元膩,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
女排,是,最,好看,的,運動,嘛,?,小時候,超喜歡,的,ㄋ,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有人,被,女,教師,右肩,過嗎,?,我還,真的,吃過,我,繪畫,老師,",",但,她,只,比,我,大四,歲,就是,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
如果,對,颱,風,丟,原子,彈,?,難怪科,P,說要,發展,氫彈,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
自強號,比,汽車慢,?,",",有掛,嗎,?,文看,多,了,",",人,當然會,變蠢,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
歐洲,肥宅,該,買,什麼展,現宅力,?,我,每次,出國,都,換新,喬丹鞋,回國,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
目前,在,台灣讀,土博,投資,報酬,率,如何,?,出國念,才,是,正理,",",國內,畢業,娘家,都,不要,你,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
「,要,賺,錢,請,去,唸,理工,",",不要,念,醫學系,!,」,?,還請,我們,大概,快十個,朋友,放學,去,吃,爭鮮,",",吃,了,六千多,塊,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
台灣,toyota,跟大金,冷氣,有關,係,嗎,?,評價,高,一定,賣,的,好,嗎,我,也,想,開馬,三,他弟,啊,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
肥宅,男,跟,外國洋,男,交朋友,",",有,搞頭,嗎,?,你,一樣,會,變洋,男,的,工具,人,",",幫,他們,買,套子,",",付錢,等等,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
鍵盤,力量,?,最看,不慣,這種,有,錢,還賴帳,的,人,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有人,蒐集,覺青類,梗,圖,?,逐字,稿,比,較,好笑,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
太平,島該,何去,何,從,?,堆核,廢料,好像,不錯,",",反正,台灣,沒人住,那,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,葛粉,的,八卦,?,沒有,",",好,你,可以,滾,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
帥哥,條件,是不是,比正妹,嚴苛,?,所以,導致,帥哥,比,正妹,稀有,?,認真覺,得,路上,正妹,比帥哥,多,",",但是,都,可以,淨化,眼球,科科,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
大唐,故都,長,安城,夜景,的,八卦,?,爆個,卦,",",它,也,是,西漢,的,首都,喔,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
保全,為,什麼,臉,都,很,臭,?,看到,肥宅,當然,臭,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
家屬,提出,"""",國葬,"""",的,卦,?,這讓,我,想到,人一死,",",好久,不見,的,三姑六婆,紛紛,現身,作怪,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
妹妹,被性,騷擾,怎麼,辦,?,答應,我,",",尻,槍,",",好,嗎,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
雄三誤,射,的,中士,現在,在,嘛,?,只覺,得,那,是,一個,很大,的,靶子,",",就,知道,國防,信心,增加,不少,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
為,了,顧,三餐,",",沒睡,飽,就,爬,起來,?,你,知道,我,有,買,到,過年,高鐵票,嗎,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,五甲,黑桃,的,八卦,嗎,?,居軟,的,言下之意,是,麻坡,喜歡,你,喔,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,【,洨,】,被,汙名,化,的,八卦,?,你,心裡,有,74,",",那,便是,74,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
學長,姐,的,官威,可以,有,多,大,?,我,也,邊邊,",",學長,不會理,我,啦,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
台灣,左派,起不來,是不是,中國害,的,?,左蠢,都,想,把,台灣建,設成,犯罪,天堂,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
哪,一所,大鞋,的,「,迎新,」,最,好玩,?,不,知道,哪種,人才,會,去,讀,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Master,",",X,",",Twitch,玩寶可夢,",",有,沒,有,搞頭,?,學到,一個,新名,詞,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
貓貓,睡覺,吐舌,頭,?,好,可,愛,",",再來,幾張,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有現,在,的,藝人,越來,越敢講,的,卦,?,為,了紅,",",什麼,不敢,講,?,看看,康熙,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
踩,地雷,進階,",",78,秒,算,及格,嗎,?,一堆,要用,硬解,去,拚,",",根本,沒,參考,價值,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
用空,拍機,拍學,姊,的,私密,處,?,南方,四賤客,喔,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
青春期,過後,真的,就,不會長,青春痘,嗎,?,還有代,謝差,吧,",",很,奇怪,",",有,時候,我,幾天,不,洗,臉,也,不會長,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
國道,客運界,的,霸主,?,統聯,週間,超,便宜,",",而且,常坐,到,新車,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
如果,以後推文,只能,推五個,字,要,推什麼,?,拎,娘機,掰,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
任天堂,紅白,機卡帶,和,錄音,帶,該,丟嗎,?,卡帶,插,在,電腦,主機板,上還,可以,玩,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
生活,在,哪個,年代,最衰,啊,?,現在,啊,還用,說,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
差值,法是,啥,的,?,好好,學,",",這個,東西用,再,影像,處理用,很大,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
PPT,站,歌,?,準備,吃,劣文,吧,",",蔡,B,八,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
台積,去,美,",",台青,交電機,物理,化工,機械,怎辦,?,多請,一個,美國人,就,少,請,一個,臺,灣人,",",看大,老們,怎麼,談,摟,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
