0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
低能,卡,和,ptt,那個,學店,生多,?,都,很多,智障,學店,仔,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
為,什麼,這麼,多,噁,心,垃圾,老人,?,壞人變,老,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
對面,的,肥宅,顆顆,笑,怎麼,辦,?,去,跟,他,說,死,肥宅給,我,滾,啦,幹,你,娘,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
去,了,一個,奇怪,的,國家,",",好,不,適應,怎麼,辦,?,去,了,一個,垃圾,國家,當然,就是,垃圾,場的,樣子,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
怎會,有,智障,去,搶木葉,忍村,的,銀行,阿,?,不會,用影,分身,製,造,鈔,票,嗎,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
美國,都,人人,讀大學,嗎,?,混學歷,CP,值極,低,",",社區,大學,更是,垃圾,中,的,垃圾,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
想問,一下,大家,都,怎麼,交到,男朋友,的,?,媽的,幹,你,媽問,幾,百遍,幹,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
全台,哪個,城市,最會,治水,?,垃圾,媒體,亂,渲染,假新聞,都,去,吃屎,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
詐,欺犯,甲甲狗本,遣送,中國,對,台灣,好,嗎,?,當然,好,啊,少,了,一群,垃圾,台灣會,更好,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
我現,在,宣布,台北市,改名,叫,智障,市,?,絕,望台,灣人,有夠,好,操弄,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
姆,咪,在,得意,什麼,?,媽的,姆,咪,智障,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
台,中,不能,做,的,事,?,?,按,喇叭,後,搖下,車窗,罵,幹,你,娘,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
無照,駕駛,是不是,垃圾,?,直接,關,少年,監獄,打到,屁股,開花,再,說,",",超,垃圾,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
大四,生做,報告,都,愛擺爛,硬,凹學,弟妹,?,通識,課分,組報告,真的,垃圾,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
哪個,手遊,是,糞,作之霸,?,我,再,說,一次,在座,的,各位,除了,姆,咪,學園,外,都,是,垃圾,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
如何,讓,丁丁,高度,變高,?,他,如果,現在,提全國,重選,只會,被,全台,砲,成,智障,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
請問,這種,好友,要加,嗎,?,垃圾,遊戲,居然,還,有人,在,玩,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
西班牙,改名,東班牙,就,贏了,?,智障,牙,啦,幹,智障,廢文,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
肥宅,去,捐血,有加,分,嗎,?,捐,完之後聽,到,護士,說,是,哪個,白,癡,把,豬油,放到,血庫裡,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
羅,馬,數字,是,最,智障,的,表示法,嗎,?,古代,中國,在,計算時,好像,有,別種,表示法,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
要,如何,將,心意,傳達給,肥宅,?,直接,跟,他,講死,肥宅給,我,滾,啦,幹,你,娘,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
葉問,一次,可以,打幾個,肥宅,?,上萬個,",",肥宅,根本,是,垃圾,兵,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
台中,74,號,快速道路,是,什麼,智障,設計,?,台,中,交流,道,設計,比,天龍國,好,太,多,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
這群,人會,不會,很,切心,?,腎結石,拍拍,垃圾,影片,爽爽,賺,難怪,要,離開,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
到底,要,怎麼,禁止,佔,位子,的,行為,?,幹繞,了,一圈,回來,看,還是,很氣,",",幹,你,娘,的,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
YouTube,直播,新聞,的,觀看,人數,?,看,這些,垃圾,新聞,台灣人,已經,是,智障,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有國二學,生過,兩次,生日,還是,國二,的,八卦,?,智障,留級,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
一例,一休,是否,會,造成,勞工,工資,再,下探,?,部長,說,可以,自己,選擇,要,不要,加班,<pad>,我,只能,說,<pad>,幹,你,娘,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有義美,珍珠奶茶,雪糕,的,八卦,?,一度,讚,才,慘,好,嗎,",",改成,那什麼,垃圾,口味,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
記者,還有,清流,嗎,?,一堆,垃圾,新聞,好意思,說,清流,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
欺,負動物,是不是,很,垃圾,?,哪部,糞作,喇蛤蛤,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
台商,趕,快逃,離中國,",",否則,血本,無歸,?,上,一次,騙台灣,智障,買,人民,幣現,在,又,來,一次,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
夠了,沒,?,你們,這群,垃圾,鄉民,又,要,獵巫,另,一個,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
如果,中山,真的,跟,台大,合,併,?,我們,菁英,中心,不,需要,垃圾,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
阿寧會,喜歡,牌位,鐵,4,的,肥宅,嗎,?,他媽,的,干,我,屁事,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
擊潰,叮,手中,?,好榮彬,這廢物,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
蝦子,算是,海中,的,蟑螂,嗎,?,蝦子,有鮮,美的,肉,",",後,者,根本,廢物,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
人工智慧,對決,人工,智障,會,怎樣,?,人工,智障,會,得到,最多斗內,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
30,年前,當公務員有,多強,?,媽的現,在,要,找到,能,做事,的,人,幹,你,娘,超難,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
垃圾,節目,有,甚麼,特徵,?,簡體,字,有,9,成都,是,垃圾,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
蘋果,出,的,i,-,Tshirt,賣,多少,錢,比,較,合理,?,垃圾,果粉,才,會,買,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,一年,沒上,ptt,的,人,在,想,什麼,的,八卦,?,只有,廢物,蔡逼八才,每天,上線,衝次數,的,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
姆,咪,會,被,公審,嗎,?,揍,死,她,馬,的,",",智障,姆,咪,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
公司,裡老,闆,的,親戚,是,廢物,?,有,錢,就是,任性,阿,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
談錢,",",才,是,對員工,最好,的,尊重,?,沒錢,我,來,幹,嘛,的,?,台灣,老,闆,都,智障,哦,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
風雨,實驗室,?,以為,這樣,就,會,有人,想,看,嗎,垃圾,新聞,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
為,什麼,這麼,多,違規,帳號,?,都,他媽,垃圾,英粉,韓狗互,舔,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,姆,咪,自立,為海賊,王,的,八卦,?,大媽,比,較,智障,老實,說,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
沒出,國過,或,沒交過,女友,的,男生,，,誰,丟臉,?,我,最,丟臉,啦,幹,你,娘,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
酸甲,的,人,在,現實,fb,也,會,po,嗎,?,之前,甲同學,在,臉書,靠北,八卦,板,一堆,垃圾,恐同,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
狂新聞,是不是,也,不敢,動,土豪,?,國民黨,就是,垃圾,怕,別人講,啊,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
別人,笑,我,太,瘋癲,?,別人,笑,我,太雞巴,我,笑,他人,沒雞巴,",",操,你媽,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
這次,颱,風戰犯,是,誰,?,柯黑,+,垃圾,台媒,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
ptt,為,什麼,沒,有,髒,話,自,動,替,換,字,元,呢,?,比如,:,幹,你,娘,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
婚前,明知,女人,是,為,了,錢,",",婚後靠,么,殺,小,?,說,得,很,好,",",低薪,廢物,娶,什麼,老婆,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
是,誰,帥,死,了,大家,?,還,可以,op,真的,智障,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
為,什麼,當官,的,都,要,高學歷,?,一堆,資訊,資源,結果,還像,個,死,廢物,一樣,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
新生,訓練,要,幹,嘛,?,從,高中,後,就,再也,沒去過,了,根本,垃圾,講,一堆,廢話,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
幻想,文,的,影響,?,出來領,22K,繼續,幻想,啊,廢物,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
替代,役,VS,退休,老人,哪個,好,用,阿,?,都,是,廢物,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
謝,和弦,跟,玖,壹,壹,哪個,是,8,+,9,之神,?,垃圾,放在,一起,比,還是,垃圾,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
基因,改造,人,、,AI,機器,人,和,外星人,誰,比,較強,?,在,中國,人眼,裡都,垃圾,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
台灣,人,為,何喜歡,看,一堆,藝人講,垃圾,話,的,節目,?,台灣,人素質,啊,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
肥宅過,30,歲,真的,會,開始,升值,的,很快,嗎,?,肥宅,跟,垃圾,一樣,是,不會,升值,的,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
其實姆,咪,根本,不是,智障,吧,?,姆,咪,姆,咪,一直,叫,還說,不是,智障,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
小李,他媽,的,飛刀,真的,很,厲害,嗎,?,去問,上官,金虹,啦,幹,你,的,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
朋友,被,打成,智障,怎麼,辦,?,接著,打,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
姆,咪,的,處,女膜,是,什麼,形狀,?,幹,你,的,智障,姆,咪,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
毒狗,這樣,判,，,會不會,太重,!,!,!,幹,你,娘,台灣,人給,流浪狗,咬,死,就,好,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
該換,的,不是,計程車,而是,計程車,駕駛,吧,?,小黃,一堆,垃圾,人渣,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
領年,金,的,人會,希望,基本,工資,調漲,嗎,?,一堆,智障,以為,不漲,工資,",",物價,就,不會漲,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
低能,卡,可信度,高,嗎,?,低卡用,者,還蠻,智障,的,",",所以,智障,的,事情,真的,是,有,可能,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
元智要,蓋,水族,館,?,我讀,四年,他媽,怎麼,不,知道,海豚,是,吉祥物,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
大家,用過,最狂,的,三寶是,什麼,?,內側,沒車,死,要,騎,邊邊,<pad>,幹,你,娘,三,寶,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
祖先,在,天上,看到,子孫,在,打手,槍,在,想,什麼,?,祖先,:,幹,",",廢物,不,去,幹,妹子,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
大家,還記,得,經濟動,能,提升,方案,嗎,?,花,了,一大,筆錢,拍,的,垃圾,廣告,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
搭過,外國,地鐵才,知道,台北,捷運,的,好,?,台灣,人素,質北捷,一開,放,吃,東西絕,對,滿地,垃圾,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
高中,熱舞社,的,女生,都,很騷,?,賤渣,台,男,的,騷肥,屁眼,都,等,著甲甲,上場,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
是否,該,立法,新聞,媒體,公開,上市,了,?,",",垃圾,柯粉,有,出聲,嗎,?,智障,垃圾,柯粉,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
貓貓,折,手手,?,垃圾,貓文,垃圾,發錢文,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
台灣人,選舉,要,有,錢,是,嗎,?,連基礎,門檻,都,達,不到,",",廢物,一個,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
我,爸媽,只,看,電視,被,染成,深綠,了,怎辦,?,信,八卦,板風,向,到,腦殘,的,沒,有,比,較,好,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
肥宅,幫,女生,撐傘,有加,分,嗎,?,?,幹,你,娘傘,都,在,滴油,了,操,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
八卦,板變,冷清,了,<pad>,?,?,操死,廢物,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
八卦,版,都,是,超兇,的,肥宅,阿,?,死,肥宅給,我,滾,啦,幹,你,娘,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
看,完攻,殼,電影,的,肥宅,感想,如何,?,戲院,一堆,死肥宅,很,臭,很,油,幹,你,娘,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
醫護業,罷工,的,話,可以,調什麼,津,貼,?,不要,亂核,刪比較,重要,",",他媽,的,先,改健保,啊,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
現在,颱,風,是不是,越來,越,草莓,了,?,颱,風,就是,低能,兒,啊,垃圾,颱,風有種,來,啊,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
卡娜,赫拉,是不是,最會,騙,錢,的,糞,兔,兔,?,你,他,媽死,肥宅,殺小幹,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
為,什麼,有人,被,罵,垃圾,會,很,開心,?,一般,來,說,我,想,讓,女生,罵,我,變態,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
檢舉,違停,被,罵,狗養,畜生,?,真想,揍,這種,人,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
之前,在,加油站,出口,害,男,大生,撞死,的,女生,現在,?,反正,一定,活,得,好好,的,",",鬼島,司法,就是,垃圾,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有什麼,能,把,胖子,嘴到,崩潰,的,話,?,幹,你,娘,",",超想,捏,你,那油,奶子,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
整天,洗,智障,推文,的,人煩,不煩,?,可能,現實,沒,朋友,",",想,在,虛擬,世界,刷,存在,感,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
兒子,是,甲甲,還是,肥宅,哪個,比,較慘,?,某,族群,還有腦,殘白,癡,在,挺,",",肥宅,根本,沒人,支持,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
女權,肥宅,在,想,什麼,?,垃圾,支持,什麼,不,都,是,等,著,拿,去燒,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
殺警,人,跟,謝亞軒,哪個,刑會,比,較,重,?,13,年,真的,幹,你,娘,的,",",台灣,法官,好,棒棒,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
高雄北,漂到,新北,的,意義是,?,智障,啊,我,早就,說,過館,粉,=,柯粉,=,韓粉,=,智障,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
把,偷拍,我,看海,的,照片,送,我,好,嗎,?,喜歡,你,廢物的頭,髮,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
幹,你,娘七龍珠,GT,的,OP,到底,有多神,?,神曲,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
