0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
鐵血,孤兒,如果,請,鄭文華當,編劇會,不會,變神作,?,鄭文華寫,的,出團滅,的,結局,嗎,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
動粉,是不是,都,蠻,有,才,華,的,?,以為,在,LOL,版,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
上班,偷看,盤,炒股,的,是,那種,人,?,沒錢,沒權,沒關,係,的,人,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
跨校,抵免,學分會,被,標注,嗎,?,跑,到,學店,爽修,是,不行,的,",",但大葉,一定,行,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有人,在,排一蘭,了,嗎,?,軍,公教,三萬人,在,排隊,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
整個,地表,的,水,都,融化,台中會,淹,沒,嗎,?,桃園,台,中,海拔,較,高,",",會,是,最後淹,的,六,都,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
為,什麼,台灣,沒,有,盜,懶覺,事件,?,有,阿,我,體驗過,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Costco,商標,致敬,Tesco,的,八卦,?,英國,的,Tesco,超好,買,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
軟校樣,怎麼,念,?,屏幕,软,打样,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Sat,",",Aug,",",27,",",21,:,14,:,25,",",2016,?,花格,105,去年,千元,有,找,屯,了,好,幾支,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
外面,車輛,的,廣播聲,好,吵,?,非常,吵,",",吵死,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,掃把頭,的,八卦,?,人家,可以,把車,扛起,來,丟,出去,喔,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
和,姊姊,洗澡,起,了,生理,反應,?,出門,去,走走,好,嗎,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
女生,按,讚,的,依,據,是,什,麼,?,文章,就,一股,宅,臭味,",",你,要,女生,怎麼,按,的,下去,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
南韓,在,哪些,領域,上,是,領先,日本,呢,?,不過,整形,技術,做好,的,國家,不,在,韓國,就是,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
都市,的,野狗,是,怎麼,學會,看紅綠燈,走,斑馬線,?,月,月,就,跟,你,說,過紅燈,不能,過馬路,了,厚,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
100,元買加,熱,滷,味,要,怎,麼,樣,CP,值才,高,?,是,說熱,的,魯味,吧,",",啥,加熱怪,說法,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
誤射,飛彈,算業務,過失,致死,嗎,?,要,指定,目標,才能,發射,的,東西,",",你,覺得,是,故意,還是,過失,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
可以,給我,一點,祝福,嗎,?,沒吃過,從,前,一中,學生,餐廳,的,餿,水,",",別說,你,知道,啥,叫,難,吃,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
願意,犧牲,幾年,壽命,跟,亮亮,等級,的,妹,",",來,一發,?,你,這問題,可以,拿,去,問強,姦正,妹然,後,被,關進,牢裡,的,人,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,傑昂,的,八卦,?,我,記得,主角,群有,幾個,在,人間,被,殺,死,",",沒順利,回到,魔界,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
明天,身家,壓,勇士,可以,嗎,?,看,你,這樣問,我,可以,安心,壓騎士,pk,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
天氣,那麼熱,到底,是,誰,害,的,?,想單,挑,嗎,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
一直,腰酸背痛,是,尻,太,多,嗎,?,bang,",",你,想到,我,想,說,甚麼,了,嗎,自己,猜,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
教主,需要,釣,嗎,?,馬,雅人,跟,A,圖王,好,釣,嗎,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
為,什麼,嘴,破,都,會,變大,再,變小,?,睡,前牙,齒刷,乾淨,好比,較快,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
台鐵,把,自己,弄,臭還,有人,要考,嗎,?,報到,率,60%,",",報到,後,離,職率,70%,",",你,說,咧,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,瘋狂,做,X,的,卦,?,卦,就是,發明,的,人,剛剛,被,問卦,",",現在,都,不留,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,",",巨大,毛毛,蟲,",",的,八卦,?,就是,他,祖先,的,頭蓋骨,帶腦,阿,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
幻璃鏡,廣告,打,很,凶,?,超,噁,心,的,廣告,",",吃,飯,看到,很,想,吐,",",根本,不會,想,玩,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
女孩,兒素,顏長,這樣,有,沒,有,PR90,?,比,沒化妝,…,大概,要,去,國中,看一看,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
程宇,有,一堆,妹,",",為,何板,上魯蛇,卻,交,不到,女友,?,確實,",",這種,妹一個,月,賺,二三十,萬,不成,問題,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
喜歡,伊莉亞,的,人現,實中,都,長,什麼,樣子,?,照鏡子,就,知道,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
那,一個頭,比,較,髒,?,這兩個頭,都,會,被,你,的,嘴,臭死,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
家裡,沒有,浴缸,的,人,",",484,都,是,窮人,?,給我,美心,",",我,去,弄,浴缸,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
日,製,的,東,西,還,靠,譜,嗎,?,這樣,會,讓,外國年,輕人,感覺,到,台灣,人,=,中國人,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
自己,人,對,自己,人,最狠,?,根本,沒有,自己,人,",",人,都,是,自私,的,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
俄羅斯,比起,戰鬥,民族,",",是否,更該,叫,強姦,民族,?,黃,種人,或許,可以,考慮,正名,小,屌,黃,猴族,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
秋行,軍蟲,在,渡海,的,時候,在,想,什麼,?,我,愛台灣,的,心,",",沒有,比,你,少,一分,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
住,在,中國,跟,俄羅斯,邊界,是,什麼,感覺,?,遠東,的,俄羅斯現,在,不行,了,很多,俄羅,斯人,跑,中國來,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
下,星期六,誰,會,崩潰,?,台灣,選舉,歪,風,啊,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
閩南人,為,什麼,那麼,排外,?,這你要,到,中國,福建,南部,去問,看看,喔,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
台中人,怕,什麼,?,怕,被,認出,來,是,",",台中人,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
為,啥,颱,風,天空,氣品質,反而,不好,啊,?,民主,聖地,好,幾個,",",你,在,哪裡,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
知名,畫家的掛,?,關你什麼,事,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,素食者,的,嗅覺,特別,靈敏,的,八卦,?,會,有,差,是,真的,",",我,之前,還願,吃素,三個,月,",",<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
美國,追求,獨立,時,",",也,有人,說,只要,拚經濟,嗎,?,那還,真的,輸定,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
在,麥當當,和,正妹,撞,到,同樣,的,手,機殼,該衝,嗎,?,衝,",",記得,先,叫律師,準備,好,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
台灣,年,輕人,比,較,弱,嗎,?,你現,在,才,知道,台灣,的,年,輕人嬌,滴滴,的,不堪,一擊,嗎,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
如果,塔矢亮,遇到,的,不是,進藤光,而是,武騰,遊戲,?,會,被,送到,黑暗,遊戲裡面,",",直接,崩潰,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
電視,",",當螢,幕用,",",可行,嗎,?,真的,太大,了,",",只是,工作,的,話,30,吋,就,超大,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
寶可夢,還要,多久,才能,抓到,甲賀,忍蛙,?,等,2,代出,了,再,說,",",然,後,3,代,",",4,代,",",5,代,",",6,代,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
常常,不,小心,就,中,了,?,突破,盲點,不,只,去,一天,<pad>,這女,的,根本,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
其實,看,小抄,投,正名,的,也,很多,吧,?,贏不起,的,根本,怕死,中國,台北,了,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,擁核電,恐怖份子,的,卦,?,不切,實際,的,人,去,拖累,切合,實際,的,人,",",才,是,恐怖份子,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
如果,永生,只,剩意識,大家,願意,目標,?,我,想,附,在,果汁,機上,",",然後嘴,炮人類,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
大家,覺得,狗,要,訓練,還是,不要,訓練,比,較,好,?,與,其,訓練,讓,狗,養成,適應,人類,生活,的,習慣,比,較,重要,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,羽協,今天,沒人,上班,的,八卦,?,臨時,辦個員工,旅遊錯,了,嗎,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
麥當勞,ㄅ,小心,買太多,了,怎辦,?,台北,除了,蓋捷運,",",還有,蓋,什麼,國際,建設,嗎,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
變胖,15,公斤,?,要,我,分,30,公斤,給你,都,沒,問題,!,加油,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
肥宅射,狠準,有加,分,嗎,?,肥宅,整天,盯,著,螢幕,看,怎麼,會射,得準,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
十二生肖,的,邏輯,是,?,是,只取,12,名,你,的,邏輯,…,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
今天,五毛,是不是,上班,特別,認真,?,內鬼,比外,敵,更,該,優先,處理,掉,",",這種,最該,死,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,柴,柴,愛,走失,的,八卦,?,柴犬,不太認,主人,",",要,養個,好,幾年,才,會,比,較,忠,誠,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
看到,魔鏡車,是,什麼,感覺,?,老婆,怎麼,在,裡面,訪問,這麼,久,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
關於三寶的,八卦,?,都,說,火滅,了,再裝,",",是,哪,有,問題,嗎,?,不然,你,灰要,放,哪,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
泡過,紅豆,的,水,?,富含,營養,",",你,要,倒掉,?,",",那,你,還煮,什麼,紅豆湯,阿,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,捐款,的,八卦,?,藍衣,集團,嗎,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
任何,名字,前面,加個,形容,詞,",",?,",",會變,的,很,霸氣,?,活,跳跳,．,洛基,、,馬,西馬西,．,洛基,、,假仙,假觸,．,洛基,…,…,<pad>,<pad>,<pad>,<pad>
有,沒,有,消夜,吃,啥,的,八卦,?,台北,除了,蓋捷運,",",還有,蓋,什麼,國際,建設,嗎,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
妹妹,吃,奶油,酥餅,如何,不掉,屑,?,用,屁眼,接著,吃,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
6,個口,愛,女生,要選,哪個,好,呢,?,",",o,',_,',o,?,",",竹內,沒,有感,覺拉,",",有,沒,有,套,圖,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
為,什麼,核廢料,不選擇,放,我家,?,放,全家,就,好,了,啊,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
女生,見面,之後變,冷,的,八卦,?,三小,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
戰,基督教,會不會,被,恐攻,?,",",三小恐,同,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,一支,筆和一顆,蘋果,可以,嘛,?,你,朋友,是,豹,紋,阿北,對,不,對,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
古,阿明,進美術,選手,班,有,機會,翻轉,人生,嗎,?,現在,台灣,藝術,也,是,養不起,自己,",",古早,更慘,ㄅ,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
女性化,的,甲,",",跟,男性化,的,T,在,一起,?,認真回,你,",",真的,有,外國,有,拍紀,錄片,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
在,11,/,11,的,11,:,11,發文會,發生,什麼,事,?,你,要,不要,跟前,一篇,人,結婚,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
凌晨,的,八卦,板,是否,比較,溫良,恭,剪,讓,?,斤斤,計較,價值觀,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
先天不足,嘛,一直,強調,打,籃球,?,但是,人家,菲律賓,籃球,都,屌,打,台灣,耶,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
美麗,的,女孩,都,是,加州,女孩,嗎,?,C,皮,只會,c,毒,跟,講話,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,跨,年,在,洗澡,的,卦,啊,?,87,我,時間,抓好,好,",",洗完,跨年,爽,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
林心如,和,韓瑜,誰,比,較會,詮釋,盲人,?,韓瑜,",",上次,他眼,正常人,我,還以,為,是,盲人,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
亞莉,安娜,是,母豬,嗎,?,不要,嘴,我,老婆,喔,幹媽,的,垃圾,廢物台,男,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
交,女友,跟交,男友,哪個,比較,困難,?,幹,你,妹好,噁,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
肥宅,可以,一口,吞,3,個,饅頭,有加,分,嗎,?,肥宅,去,死,",",死,肥宅給,我,滾,啦,幹,你,娘,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
會不會,明天,換,肯德基,沒得,吃,啊,?,台灣,的,漢堡,王經營,就是,垃圾,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
成功,檢舉,垃圾,改管,仔該,如何,慶祝,?,可以,教,我,怎麼,檢舉,嗎,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,這種,心態,算是,慣,老板,嗎,?,要,看,底下,的,人,是不是,領乾薪,廢物,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有,沒,有,哪部,的,八卦,?,這又那部,垃圾,廢渣,糞作,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
第一次,發廢文該,注意,些,什麼,?,請,勿,有,這種,廢物,的,想法,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
熱死,",",幹,你,娘,低能,死,房東,?,你,不如,去,住網,咖,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
慟,!,這裡,好多,處,男,?,幹,你,娘,嗆,三,小,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
麻辣,鮮師,<pad>,主任,被,撞車,?,幹,你,娘機,掰,<pad>,撞,三,小,啦,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
喜歡,玩,戰女,的,狼,師們,現在,在,想,什麼,?,想,遇上,像,姆,咪,這樣,智障,的,女孩,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
廢物,記者,請,進,?,記者,被,台灣,罵,好,幾年,了,結果,沒半點,長,進還,更爛,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
是,哪個,智障,發明,結婚,闖關,遊戲,的,?,真心,覺得,這,流程,超,智障,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
有當,初國,中,PR96,現在,像,廢物,的,八卦,?,我,當年,pr99,結果,現在還,不是,一個,廢物魯宅,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
桃園,哪個,智障,凌晨,1,:,00,放煙火,啦,?,現在,石碇,山上,有,人大,爆放幹,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
gogoro,是不是,瞧不起人,?,愛買,垃圾,怪,我,囉,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
還有,梗,能,像,星爺,台,詞紅,這麼,久,的,嗎,?,賤人,就是,矯情,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
