0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
I,bet,if,we,took,a,twitter,cencus,it'd,be,at,least,35%,basic,ass,bitches,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Y,Rick,such,a,weak,hoe,n,this,season?,Not,a,good,look,fam,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@UnicornCowboy,@Lvl_7_Eevee,@hisorraya,mutha,fuckahs,better,bring,me,all,the,brownies,ever!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@leynachristina:,I'm,driving,myself,insane.fag,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
"""You",took,our,land,so,you,could,make,each,other,retarded,in,DIAPERS?,Sure..use,our,"image..cool..""",#redskins,#NFL,#concussion,#jokes,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Just,started,my,upgrade,for,the,level,2,dark,elixer,drill!,"1,500,000",elixer.,That,was,a,bitch,to,get.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Maybe,if,you,weren't,such,a,conceited,bitch,more,people,would,like,you.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Nicki,said,"""fuck",those,skinny,"bitches"".uh",oh,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Bout,to,unfollow,all,the,bitches,I,follow,currently,and,follow,all,new,bitches.,I,need,change,in,my,life,and,I,feel,like,that's,a,good,start,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I'm,a,bitch,now,?,Ok.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Like,she,got,a,death,touch?,RT,@Tenebris_cor:,This,bitch,standing,in,front,of,me,looking,like,rogue,from,the,xmen,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@J_Kwest,"No,",Cpt,Commando,is,a,hoe,and,a,cocksucker,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@DatDudeTorey:,Aw,"damn,",Haven't,hug,a,bitch,in,a,while.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Got,a,new,bitch,and,she,got,"ass,",lookin,at,my,ex,like,yeah,i,know,you,mad,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@jay_gee24:,Damn,it,wigga,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Idk,how,I,have,friends,I'm,so,blunt,and,sarcastic,people,probably,think,I'm,a,raging,bitch.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
If,a,bitch,is,bad,n,single,she,single,fo,a,reason..hoe,prolly,cray,or,a,runna,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
You're,ugly,anyway,hoe.,Sit,tf,down,somewhere,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Fuck,aroundtake,them,hoes,back,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Both,trash,but,I,guess,they,got,tired,of,Chalmers,trash,starting,RT,@EverybodyHatesX:,How,chalmers,lose,his,job,to,Norris,Cole?,Lmfaoooo,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Especially,that,wee,cunt,that,walks,about,tensing,all,the,time,"lol,",sup,wae,that,shit?,You,are,5,foot,fuck,all.,Tank,my,motherfucking,arse,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Thats,why,I,aint,cuffing,until,Im,grown,af,RT,@JimmySolberg3:,These,hoes,ain't,loyal,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Let,a,bitch,say,I,got,a,small,dick,on,god,I'll,whip,that,shit,out,and,show,everyone,in,the,room,what,I,got.,Blessed.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
#Lingo,so,A1,niccas,be,Tryn,talk,like,me,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@CallMeRenee_,bitch,im,too,mad,im,finna,throw,this,bitch,outside,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@reptar_ray,nigglet,send,me,the,pictures,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@GoldieMack_:,@Treslyon:,@GoldieMack_,shit,where,you,from,Baltimore.,Man,them,hoes,finecrazy,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,cant,fuc,wit,no,bitch,thats,addicted,to,drugz,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I'm,tryna,face,fuck,"kesha,",you,bitches,bringin,beef,I'll,get,the,lettuce,n,ketchup,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@no_way_hoesaaay:,Bro,my,birds,stay,having,sex,",",it's,on,a,daily,now.he,said,"""look",ma,no,"hands""",http://t.co/rCKxYnWtvX,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Phone,disconnected,like,a,hoe,:/,thank,god,for,shmediums,hot,spot,lol,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@myfriendbriana,can,I,ask,my,bitch,for,other,bitches,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
it's,amazing,what,hood,bitches,wear,I,they,body,and,in,they,head,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@woohdakidd_74,lol,da,nicca,was,str8,n,Friday,wit,out,it,but,dude,str8,Uncle,Tom,nicca,now,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@ThadIsReal:,Ladies,If,a,nigga,always,wanna,go,out,and,party,every,weekend,.,He,basically,side,hoe,shopping,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@WomensHumor:,Monday,was,SUCH,a,bitch,today.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
i,have,to,be,the,taller,older,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
And,here,standing,in,the,red,corner,@John_Mayer_69,weighing,145lbs,the,pussy,destroying,champion,of,the,"world,",Adam,nobodyknowshisrace,smith,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@coffincreepxx:,Jose,is,so,fucking,mean,to,me,like,damn,bitch,lol,fuck,you,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@truudayyb:,Where'd,you,get,the,beauty,scar,tough,"guy,",eating,pussy,..,#Scarface,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Im,just,in,my,car,jamming,to,Taylor,Swift,with,my,side,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@daylynnb_:,and,if,you,aint,a,hoe,get,up,out,my,trap,house!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Them,hoes,don't,like,me,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Coley_Cee:,@lil_aerii,@__yhanaaaa,@DTHANG_,"lmfaoooo,",bitch,don't,start.,Okay,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Send,that,bitch,a,smiley,face.,Bitches,love,smiley,faces,:),<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
You,like,where,the,hell,is,yo,bitch,meanwhile,yo,bitch,like,where,the,hell,is,yo,clique,#ayeeeee,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Is,this,bitch,for,real?,I'm,heated,bruh.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@iCumYouLeave:,Every,girl,sucks,dick.,Don't,let,that,bitch,fool,you.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Y'all,weird,on,here.,Fake,hoes,for,attention,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
You,need,a,muzzle,for,your,horse,face,bitch.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@AnnCoulter:,Invite,me,on,your,"show,",you,lying,pussy.,RT,@Matthops82,"""Republicans",are,afraid,of,me.,They,don't,want,to,talk,to,"me.""",-,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@fabbymichelle:,aw,OMG,this,show,made,me,cry,I'm,such,a,pussy,manyou,really,are,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I'm,dat,nigga,that,these,hoes,just,can't,stand.,<pad>,B.G,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@arigold_88:,Jordan,wearing,bitches,need,to,grow,tf,up,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Im,addicted,to,bad,bitches,like,I,never,had,bitches,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Niggas,hate,me,cuz,they,know,im,a,threat,to,themthey,bitches,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Oh,nah,bitch,..,I,work,too,much,to,even,think,about,it.,Lol,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@JfromHuntington,@thatUPSdude,&lt;,I,hates,to,interject,but,cans,I,have,yo,digits?,I,likes,wiggers,dat,wanna,be,fucked,by,coloreds,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
If,i,was,to,get,a,rich,girl,so,be,it.,At,least,she,likes,me.,She,saw,something,in,me,you,hoes,didn't,see,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@PimpSquadJones:,My,main,bitchmy,side,bitch,mad,@,me,i,could,by,give,2,fucks,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,swear,to,god,some,hoes,look,like,they,take,the,same,exact,picture,everytime.,Change,it,up,for,once,godamn.,#ratchet,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
done,with,all,the,riff,"raff,",bitchin,with,your,bitch,assss,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Caleb's,a,dick,and,Hanna's,a,bitch,I,hate,them,both,now,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
http://t.co/bPU86qzYFt,AveryAdorable,and,petite,red,haired,teen,plays,with,her,shavedpussy,http://t.co/Pbu9NlxaNP,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@4550Empire:,@QuintinMvP,@_200_Soetan,yea,u,know,these,lil,bitches,be,stalking,are,twitter,for,they,niggas,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@elchavaloko:,Wouldn't,mind,driving,up,to,ghetto,ass,chula,vista,just,to,slap,the,shit,out,of,gyro,and,watch,him,stand,there,and,just,ta,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Call,dat,bitch.,http://t.co/p50wtGrz8a,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@_SiNCERE18,;,LMAO!,.,hoes,extra,sensitive,via,text..,They,swear,they,hear,your,tone,in,every,letter.,I,start,using,PUNCTUATION'S,.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@justinbieber,Your,a,stupid,little,cunt.,I,thought,you,couldn't,get,any,lower..,But,how,dare,you,spit,on,people,on,your,own,fucking,fans..,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Gator's,bitches,best,be,usin,Jimmy's,!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@iAmBitchassness:,stop,fucking,calling,these,legends,trash.,Cuz,the,top,artists,of,our,generation,"""take""",from,the,legends.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@thereal_2raw,@AssGods,Brah,*falls,out*,white,bitches,crazy,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@corey_emanuel,bet.,My,trash,ass,self,is,just,that,petty,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RFT,Tweet,of,the,day,@HereForEB:,If,a,nigga,change,on,you..,Fuck,em,..,He,was,a,bitch,nigga,from,day,1,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Sub,tweeting,and,uoeno,lol,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@_CharlieA_37,@sean_landez07,y'all's,are,all,little,punk,ass,bitches,doe,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
"""I",don't,chase,after,dudes.,I,chase,after,"bitches.""",-,Edgar,Bautista,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Leg,day,made,me,it's,bitch.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Hi__________Bye:,Damn,this,bitch,always,gets,hit,on,by,The,hottest,guys,n,makes,them,feel,stupid,@UglyAssAyeKay,i,got,called,an,ego,kill,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@__thaRealist:,@VoiceOfDStreetz,u,a,hoe,broski,u,gotta,look,at,dat,shit,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@vj44,umm,how,about,they,are,at,home,raising,kids?,You,are,retarded.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@anniec0429,ugly,white,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,am,for,equality,in,the,law,for,all,people,white,black,red,yellow,and,blue.,Homo's,Hetero's,well,I,draw,the,line.,http://t.co/UGZyRtkAbw,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Best_Porn_Title:,Hulkamania,is,running,wild,on,that,pussy,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Yo,own,homegirls,sayin,you,a,bum,bitch,#Ooooostopflexingforigandtwitter,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Nuh,uh,RT,@MissSneed:,still,counts.,RT,@WeavusChrist:,Im,only,a,hoe,on,"twitter,",bae,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Finna,get,86'd,cause,bitches,in,coming,at,me,wrong,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@LOUD_besos:,Pepsi,cola,RT,@JactionJ:,Ladies,what,does,your,pussy,taste,like?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@MajorSlander,One,last,shot,at,this,love,shit,then,I'm,dogging,you,hoes,#Drakelistener,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Lunatic_times,omg,my,mom,did,it,on,Christmas,once,if,I,hadn't,been,the,hostess,that,year,I,would've,slit,her,throat,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@DevinEleven_:,hey,"slim,",thats,my,girlfriend,screaming,in,the,trunk.,But,i,didn't,slit,her,"throat,",i,just,tied,her,up,!,See,i,ain't,like,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
